image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1357336335,T0269,1357336335-0041,0.6781,3,12,co-iss-n1357336335,1357336335,2001-01-04T21:40:02.402,495.40,72.29,14.90,7,0.00,7,14.90,14.16,99.13,1.05,2.18,,"3 frame(s); median area 4.0 px; net motion dx=-73.8, dy=-87.3; flags: none"
N1357336695,T0269,1357336695-0021,0.6781,3,13,co-iss-n1357336695,1357336695,2001-01-04T21:46:02.399,413.72,53.76,15.55,3,0.00,3,15.55,10.69,32.06,1.46,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-73.8, dy=-87.3; flags: none"
N1357313585,T0009,1357313585-0039,0.6764,3,0,co-iss-n1357313585,1357313585,2001-01-04T15:20:52.559,546.70,102.32,13.74,5,0.00,5,13.74,11.45,57.26,1.20,4.39,,"3 frame(s); median area 4.0 px; net motion dx=18.8, dy=-0.8; flags: none"
N1357313975,T0009,1357313975-0028,0.6764,3,1,co-iss-n1357313975,1357313975,2001-01-04T15:27:22.557,549.74,79.75,14.84,3,0.00,3,14.84,10.19,30.58,1.46,1.73,,"3 frame(s); median area 4.0 px; net motion dx=18.8, dy=-0.8; flags: none"
N1357314335,T0009,1357314335-0039,0.6764,3,2,co-iss-n1357314335,1357314335,2001-01-04T15:33:22.554,565.50,101.50,14.07,4,0.00,4,14.07,14.05,56.21,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=18.8, dy=-0.8; flags: none"
N1357331473,T0181,1357331473-0034,0.6730,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,761.69,74.65,13.37,3,0.00,3,13.37,12.87,38.60,1.04,1.73,,"3 frame(s); median area 4.0 px; net motion dx=87.8, dy=-65.2; flags: none"
N1357331863,T0181,1357331863-0044,0.6730,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,825.62,61.32,12.88,5,0.00,5,12.88,11.01,55.03,1.17,1.73,,"3 frame(s); median area 4.0 px; net motion dx=87.8, dy=-65.2; flags: none"
N1357332223,T0181,1357332223-0004,0.6730,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,849.50,9.50,11.19,4,0.00,4,11.19,11.19,44.74,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=87.8, dy=-65.2; flags: none"
N1357331473,T0185,1357331473-0094,0.6643,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,53.84,231.28,13.12,3,0.00,3,13.12,9.92,29.76,1.32,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-42.8, dy=-16.8; flags: none"
N1357331863,T0185,1357331863-0103,0.6643,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,48.32,154.57,16.60,3,0.00,3,16.60,12.75,38.26,1.30,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-42.8, dy=-16.8; flags: none"
N1357332223,T0185,1357332223-0073,0.6643,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,11.00,214.50,14.59,6,0.00,6,14.59,14.55,87.31,1.00,1.63,,"3 frame(s); median area 3.0 px; net motion dx=-42.8, dy=-16.8; flags: none"
N1357327001,T0152,1357327001-0168,0.6554,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,552.37,364.50,8.34,8,0.00,8,8.34,8.31,66.47,1.00,3.14,,"3 frame(s); median area 5.0 px; net motion dx=-115.6, dy=14.9; flags: none"
N1357327391,T0152,1357327391-0146,0.6554,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,505.77,392.00,8.23,4,0.00,4,8.23,8.00,32.01,1.03,1.63,,"3 frame(s); median area 5.0 px; net motion dx=-115.6, dy=14.9; flags: none"
N1357327751,T0152,1357327751-0129,0.6554,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,436.80,379.40,9.45,5,0.00,5,9.45,9.45,47.23,1.00,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-115.6, dy=14.9; flags: none"
N1357327001,T0137,1357327001-0111,0.6549,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,490.50,262.50,10.63,4,0.00,4,10.63,10.59,42.38,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=4.4, dy=-99.2; flags: none"
N1357327391,T0137,1357327391-0077,0.6549,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,528.66,205.31,12.10,3,0.00,3,12.10,11.72,35.15,1.03,1.73,,"3 frame(s); median area 4.0 px; net motion dx=4.4, dy=-99.2; flags: none"
N1357327751,T0137,1357327751-0058,0.6549,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,494.85,163.30,13.02,8,0.00,8,13.02,12.08,96.60,1.08,5.05,,"3 frame(s); median area 4.0 px; net motion dx=4.4, dy=-99.2; flags: none"
N1357327001,T0128,1357327001-0057,0.6502,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,659.80,144.19,12.09,8,0.00,8,12.09,10.57,84.52,1.14,3.67,,"3 frame(s); median area 4.0 px; net motion dx=12.9, dy=7.9; flags: none"
N1357327391,T0128,1357327391-0054,0.6502,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,704.38,140.38,12.10,3,0.00,3,12.10,10.69,32.06,1.13,1.73,,"3 frame(s); median area 4.0 px; net motion dx=12.9, dy=7.9; flags: none"
N1357327751,T0128,1357327751-0053,0.6502,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,672.67,152.09,11.71,4,0.15,4,11.71,10.14,40.58,1.15,6.85,,"3 frame(s); median area 4.0 px; net motion dx=12.9, dy=7.9; flags: none"
N1357331473,T0189,1357331473-0104,0.6501,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,342.50,260.50,11.01,4,0.00,4,11.01,11.01,44.04,1.00,1.00,,"3 frame(s); median area 5.0 px; net motion dx=20.7, dy=-43.3; flags: none"
N1357331863,T0189,1357331863-0143,0.6501,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,407.35,223.39,12.81,7,0.00,7,12.81,10.64,74.51,1.20,5.88,,"3 frame(s); median area 5.0 px; net motion dx=20.7, dy=-43.3; flags: none"
N1357332223,T0189,1357332223-0077,0.6501,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,363.16,217.20,12.61,5,0.00,5,12.61,12.34,61.72,1.02,3.52,,"3 frame(s); median area 5.0 px; net motion dx=20.7, dy=-43.3; flags: none"
N1357313585,T0019,1357313585-0072,0.6493,3,0,co-iss-n1357313585,1357313585,2001-01-04T15:20:52.559,764.62,184.24,11.35,3,0.00,3,11.35,9.95,29.86,1.14,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-33.2, dy=-1.8; flags: none"
N1357313975,T0019,1357313975-0110,0.6493,3,1,co-iss-n1357313975,1357313975,2001-01-04T15:27:22.557,778.00,242.00,10.02,4,0.00,4,10.02,10.02,40.08,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-33.2, dy=-1.8; flags: none"
N1357314335,T0019,1357314335-0071,0.6493,3,2,co-iss-n1357314335,1357314335,2001-01-04T15:33:22.554,731.46,182.46,11.16,4,0.00,4,11.16,10.30,41.19,1.08,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-33.2, dy=-1.8; flags: none"
N1357335945,T0268,1357335945-0049,0.6470,3,11,co-iss-n1357335945,1357335945,2001-01-04T21:33:32.404,943.78,123.78,12.47,4,0.00,4,12.47,9.07,36.29,1.37,2.45,,"3 frame(s); median area 4.0 px; net motion dx=-23.3, dy=3.7; flags: none"
N1357336335,T0268,1357336335-0045,0.6470,3,12,co-iss-n1357336335,1357336335,2001-01-04T21:40:02.402,896.00,89.50,11.20,6,0.00,6,11.20,11.20,67.21,1.00,1.63,,"3 frame(s); median area 4.0 px; net motion dx=-23.3, dy=3.7; flags: none"
N1357336695,T0268,1357336695-0042,0.6470,3,13,co-iss-n1357336695,1357336695,2001-01-04T21:46:02.399,920.50,127.50,8.46,4,0.00,4,8.46,8.43,33.71,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-23.3, dy=3.7; flags: none"
N1357331473,T0193,1357331473-0121,0.6469,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,146.77,298.77,11.07,4,0.00,4,11.07,9.13,36.53,1.21,2.45,,"3 frame(s); median area 4.0 px; net motion dx=-11.1, dy=-5.4; flags: none"
N1357331863,T0193,1357331863-0164,0.6469,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,120.43,269.16,12.49,5,0.15,5,12.49,9.43,47.13,1.32,6.31,,"3 frame(s); median area 4.0 px; net motion dx=-11.1, dy=-5.4; flags: none"
N1357332223,T0193,1357332223-0106,0.6469,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,135.67,293.33,12.89,3,0.00,3,12.89,12.86,38.59,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-11.1, dy=-5.4; flags: none"
N1357340417,T0335,1357340417-0145,0.6452,3,14,co-iss-n1357340417,1357340417,2001-01-04T22:48:04.373,299.54,329.46,9.95,4,0.00,4,9.95,9.23,36.94,1.08,1.00,,"3 frame(s); median area 5.0 px; net motion dx=-13.9, dy=-128.4; flags: none"
N1357340807,T0335,1357340807-0106,0.6452,3,15,co-iss-n1357340807,1357340807,2001-01-04T22:54:34.371,277.85,284.35,11.76,5,0.15,5,11.76,10.82,54.09,1.09,6.31,,"3 frame(s); median area 5.0 px; net motion dx=-13.9, dy=-128.4; flags: none"
N1357341167,T0335,1357341167-0074,0.6452,3,16,co-iss-n1357341167,1357341167,2001-01-04T23:00:34.368,285.66,201.05,12.94,8,0.15,8,12.94,10.28,82.23,1.26,6.59,,"3 frame(s); median area 5.0 px; net motion dx=-13.9, dy=-128.4; flags: none"
N1357313585,T0014,1357313585-0050,0.6452,3,0,co-iss-n1357313585,1357313585,2001-01-04T15:20:52.559,623.95,135.95,12.71,5,0.00,5,12.71,12.06,60.28,1.05,2.62,,"3 frame(s); median area 5.0 px; net motion dx=46.4, dy=-51.6; flags: none"
N1357313975,T0014,1357313975-0043,0.6452,3,1,co-iss-n1357313975,1357313975,2001-01-04T15:27:22.557,616.00,104.97,13.62,5,0.00,5,13.62,10.28,51.41,1.32,3.84,,"3 frame(s); median area 5.0 px; net motion dx=46.4, dy=-51.6; flags: none"
N1357314335,T0014,1357314335-0034,0.6452,3,2,co-iss-n1357314335,1357314335,2001-01-04T15:33:22.554,670.30,84.30,13.36,3,0.00,3,13.36,11.15,33.45,1.20,1.73,,"3 frame(s); median area 5.0 px; net motion dx=46.4, dy=-51.6; flags: none"
N1357327001,T0146,1357327001-0144,0.6428,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,482.00,331.99,9.29,5,0.00,5,9.29,9.22,46.09,1.01,5.83,,"3 frame(s); median area 4.0 px; net motion dx=-60.5, dy=-100.5; flags: none"
N1357327391,T0146,1357327391-0104,0.6428,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,457.63,287.74,10.85,3,0.00,3,10.85,9.79,29.37,1.11,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-60.5, dy=-100.5; flags: none"
N1357327751,T0146,1357327751-0086,0.6428,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,421.50,231.49,12.26,4,0.00,4,12.26,12.08,48.33,1.01,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-60.5, dy=-100.5; flags: none"
N1357327001,T0149,1357327001-0162,0.6387,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,282.92,349.50,9.74,4,0.00,4,9.74,8.45,33.81,1.15,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-17.6, dy=73.8; flags: none"
N1357327391,T0149,1357327391-0142,0.6387,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,281.50,382.50,10.58,4,0.00,4,10.58,10.54,42.17,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-17.6, dy=73.8; flags: none"
N1357327751,T0149,1357327751-0154,0.6387,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,265.33,423.33,10.27,3,0.00,3,10.27,10.27,30.81,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-17.6, dy=73.8; flags: none"
N1357327001,T0132,1357327001-0076,0.6387,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,22.73,191.70,13.74,3,0.00,3,13.74,10.51,31.54,1.31,1.73,,"3 frame(s); median area 3.0 px; net motion dx=50.4, dy=21.9; flags: none"
N1357327391,T0132,1357327391-0086,0.6387,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,30.68,222.34,15.27,3,0.00,3,15.27,15.02,45.05,1.02,1.73,,"3 frame(s); median area 3.0 px; net motion dx=50.4, dy=21.9; flags: none"
N1357327751,T0132,1357327751-0079,0.6387,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,73.11,213.62,15.01,4,0.00,4,15.01,12.11,48.45,1.24,2.62,,"3 frame(s); median area 3.0 px; net motion dx=50.4, dy=21.9; flags: none"
N1357313585,T0015,1357313585-0054,0.6339,3,0,co-iss-n1357313585,1357313585,2001-01-04T15:20:52.559,179.39,142.22,14.20,3,0.00,3,14.20,12.11,36.33,1.17,1.73,,"3 frame(s); median area 3.0 px; net motion dx=60.8, dy=-10.4; flags: none"
N1357313975,T0015,1357313975-0064,0.6339,3,1,co-iss-n1357313975,1357313975,2001-01-04T15:27:22.557,222.43,158.25,15.27,3,0.00,3,15.27,11.72,35.16,1.30,1.73,,"3 frame(s); median area 3.0 px; net motion dx=60.8, dy=-10.4; flags: none"
N1357314335,T0015,1357314335-0048,0.6339,3,2,co-iss-n1357314335,1357314335,2001-01-04T15:33:22.554,240.19,131.81,15.70,4,0.00,4,15.70,9.73,38.90,1.61,2.45,,"3 frame(s); median area 3.0 px; net motion dx=60.8, dy=-10.4; flags: none"
N1357327001,T0131,1357327001-0063,0.6327,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,102.56,155.56,14.12,4,0.00,4,14.12,12.51,50.04,1.13,1.00,,"3 frame(s); median area 3.0 px; net motion dx=-31.3, dy=53.7; flags: none"
N1357327391,T0131,1357327391-0071,0.6327,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,102.61,201.77,14.99,3,0.00,3,14.99,12.93,38.80,1.16,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-31.3, dy=53.7; flags: none"
N1357327751,T0131,1357327751-0075,0.6327,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,71.30,209.22,15.15,3,0.00,3,15.15,10.58,31.74,1.43,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-31.3, dy=53.7; flags: none"
N1357335945,T0281,1357335945-0123,0.6320,3,11,co-iss-n1357335945,1357335945,2001-01-04T21:33:32.404,188.15,303.21,10.75,5,0.00,5,10.75,10.10,50.50,1.06,2.89,,"3 frame(s); median area 4.0 px; net motion dx=-123.5, dy=-3.6; flags: none"
N1357336335,T0281,1357336335-0119,0.6320,3,12,co-iss-n1357336335,1357336335,2001-01-04T21:40:02.402,141.78,288.04,12.85,4,0.00,4,12.85,12.31,49.24,1.04,3.60,,"3 frame(s); median area 4.0 px; net motion dx=-123.5, dy=-3.6; flags: none"
N1357336695,T0281,1357336695-0107,0.6320,3,13,co-iss-n1357336695,1357336695,2001-01-04T21:46:02.399,64.67,299.60,13.81,3,0.00,3,13.81,11.45,34.36,1.21,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-123.5, dy=-3.6; flags: none"
N1357331473,T0190,1357331473-0108,0.6320,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,254.08,276.97,11.01,12,0.00,12,11.01,10.80,129.64,1.02,3.86,,"3 frame(s); median area 4.0 px; net motion dx=25.3, dy=24.6; flags: none"
N1357331863,T0190,1357331863-0178,0.6320,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,322.24,285.62,12.18,3,0.00,3,12.18,10.62,31.87,1.15,1.73,,"3 frame(s); median area 4.0 px; net motion dx=25.3, dy=24.6; flags: none"
N1357332223,T0190,1357332223-0114,0.6320,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,279.33,301.57,11.59,4,0.00,4,11.59,10.23,40.94,1.13,5.83,,"3 frame(s); median area 4.0 px; net motion dx=25.3, dy=24.6; flags: none"
N1357340417,T0331,1357340417-0119,0.6313,3,14,co-iss-n1357340417,1357340417,2001-01-04T22:48:04.373,168.49,266.97,11.34,6,0.00,6,11.34,11.16,66.96,1.02,4.47,,"3 frame(s); median area 4.0 px; net motion dx=2.3, dy=30.7; flags: none"
N1357340807,T0331,1357340807-0115,0.6313,3,15,co-iss-n1357340807,1357340807,2001-01-04T22:54:34.371,144.31,300.27,12.43,3,0.00,3,12.43,9.84,29.51,1.26,1.73,,"3 frame(s); median area 4.0 px; net motion dx=2.3, dy=30.7; flags: none"
N1357341167,T0331,1357341167-0111,0.6313,3,16,co-iss-n1357341167,1357341167,2001-01-04T23:00:34.368,170.80,297.65,12.08,4,0.00,4,12.08,10.68,42.73,1.13,4.47,,"3 frame(s); median area 4.0 px; net motion dx=2.3, dy=30.7; flags: none"
N1357331473,T0206,1357331473-0211,0.6178,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,37.70,743.35,8.07,3,0.00,3,8.07,7.71,23.12,1.05,1.73,,"3 frame(s); median area 5.0 px; net motion dx=6.6, dy=-56.9; flags: none"
N1357331863,T0206,1357331863-0355,0.6178,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,81.80,689.40,9.16,5,0.00,5,9.16,9.10,45.52,1.01,4.39,,"3 frame(s); median area 5.0 px; net motion dx=6.6, dy=-56.9; flags: none"
N1357332223,T0206,1357332223-0195,0.6178,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,44.28,686.43,9.21,7,0.00,7,9.21,9.15,64.08,1.01,3.41,,"3 frame(s); median area 5.0 px; net motion dx=6.6, dy=-56.9; flags: none"
N1357327001,T0145,1357327001-0142,0.6113,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,235.52,329.48,10.25,4,0.00,4,10.25,9.88,39.52,1.04,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-27.8, dy=-17.2; flags: none"
N1357327391,T0145,1357327391-0116,0.6113,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,265.67,317.67,11.68,3,0.00,3,11.68,11.64,34.91,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-27.8, dy=-17.2; flags: none"
N1357327751,T0145,1357327751-0106,0.6113,3,7,co-iss-n1357327751,1357327751,2001-01-04T19:16:58.461,207.69,312.25,12.13,7,0.00,7,12.13,10.13,70.94,1.20,3.63,,"3 frame(s); median area 4.0 px; net motion dx=-27.8, dy=-17.2; flags: none"
N1357340417,T0338,1357340417-0184,0.6104,3,14,co-iss-n1357340417,1357340417,2001-01-04T22:48:04.373,175.49,420.46,9.00,4,0.00,4,9.00,8.74,34.97,1.03,5.83,,"3 frame(s); median area 4.0 px; net motion dx=-6.8, dy=-54.2; flags: none"
N1357340807,T0338,1357340807-0165,0.6104,3,15,co-iss-n1357340807,1357340807,2001-01-04T22:54:34.371,225.60,428.99,10.06,5,0.15,5,10.06,9.29,46.46,1.08,6.31,,"3 frame(s); median area 4.0 px; net motion dx=-6.8, dy=-54.2; flags: none"
N1357341167,T0338,1357341167-0134,0.6104,3,16,co-iss-n1357341167,1357341167,2001-01-04T23:00:34.368,168.64,366.29,11.21,3,0.00,3,11.21,10.48,31.43,1.07,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-6.8, dy=-54.2; flags: none"
N1357331473,T0204,1357331473-0189,0.6094,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,198.47,456.52,8.46,6,0.00,6,8.46,8.10,48.62,1.04,2.45,,"3 frame(s); median area 4.0 px; net motion dx=125.0, dy=20.5; flags: none"
N1357331863,T0204,1357331863-0313,0.6094,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,272.75,490.00,8.88,4,0.00,4,8.88,8.88,35.51,1.00,1.63,,"3 frame(s); median area 4.0 px; net motion dx=125.0, dy=20.5; flags: none"
N1357332223,T0204,1357332223-0162,0.6094,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,323.52,477.00,8.53,4,0.00,4,8.53,8.22,32.87,1.04,2.62,,"3 frame(s); median area 4.0 px; net motion dx=125.0, dy=20.5; flags: none"
N1357340417,T0316,1357340417-0005,0.5921,3,14,co-iss-n1357340417,1357340417,2001-01-04T22:48:04.373,596.21,12.62,13.49,5,0.00,5,13.49,13.02,65.10,1.04,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-36.5, dy=2.0; flags: none"
N1357340807,T0316,1357340807-0008,0.5921,3,15,co-iss-n1357340807,1357340807,2001-01-04T22:54:34.371,602.43,25.71,14.20,7,0.00,7,14.20,14.10,98.68,1.01,2.18,,"3 frame(s); median area 5.0 px; net motion dx=-36.5, dy=2.0; flags: none"
N1357341167,T0316,1357341167-0006,0.5921,3,16,co-iss-n1357341167,1357341167,2001-01-04T23:00:34.368,559.71,14.66,10.09,3,0.00,3,10.09,8.90,26.71,1.13,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-36.5, dy=2.0; flags: none"
N1357331473,T0202,1357331473-0175,0.5912,3,8,co-iss-n1357331473,1357331473,2001-01-04T20:19:00.435,292.71,416.00,8.52,7,0.00,7,8.52,8.46,59.25,1.01,1.08,,"3 frame(s); median area 4.0 px; net motion dx=94.0, dy=-53.6; flags: none"
N1357331863,T0202,1357331863-0272,0.5912,3,9,co-iss-n1357331863,1357331863,2001-01-04T20:25:30.433,371.96,401.48,9.65,4,0.00,4,9.65,9.26,37.04,1.04,2.62,,"3 frame(s); median area 4.0 px; net motion dx=94.0, dy=-53.6; flags: none"
N1357332223,T0202,1357332223-0133,0.5912,3,10,co-iss-n1357332223,1357332223,2001-01-04T20:31:30.430,386.71,362.35,9.96,3,0.00,3,9.96,9.39,28.18,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=94.0, dy=-53.6; flags: none"
N1357313585,T0020,1357313585-0078,0.5908,3,0,co-iss-n1357313585,1357313585,2001-01-04T15:20:52.559,455.33,193.67,12.32,3,0.00,3,12.32,12.30,36.90,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=59.7, dy=-62.4; flags: none"
N1357313975,T0020,1357313975-0071,0.5908,3,1,co-iss-n1357313975,1357313975,2001-01-04T15:27:22.557,452.50,164.75,13.83,4,0.00,4,13.83,13.78,55.12,1.00,4.47,,"3 frame(s); median area 4.0 px; net motion dx=59.7, dy=-62.4; flags: none"
N1357314335,T0020,1357314335-0047,0.5908,3,2,co-iss-n1357314335,1357314335,2001-01-04T15:33:22.554,515.00,131.27,14.00,7,0.00,7,14.00,13.13,91.91,1.07,3.41,,"3 frame(s); median area 4.0 px; net motion dx=59.7, dy=-62.4; flags: none"
N1357340417,T0333,1357340417-0132,0.5902,3,14,co-iss-n1357340417,1357340417,2001-01-04T22:48:04.373,117.20,309.20,11.09,5,0.00,5,11.09,11.07,55.37,1.00,2.14,,"3 frame(s); median area 4.0 px; net motion dx=-1.5, dy=-69.9; flags: none"
N1357340807,T0333,1357340807-0112,0.5902,3,15,co-iss-n1357340807,1357340807,2001-01-04T22:54:34.371,94.51,296.49,13.04,4,0.00,4,13.04,12.90,51.60,1.01,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-1.5, dy=-69.9; flags: none"
N1357341167,T0333,1357341167-0092,0.5902,3,16,co-iss-n1357341167,1357341167,2001-01-04T23:00:34.368,115.67,239.29,13.67,3,0.00,3,13.67,11.98,35.95,1.14,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-1.5, dy=-69.9; flags: none"
N1357327001,T0154,1357327001-0177,0.5880,3,5,co-iss-n1357327001,1357327001,2001-01-04T19:04:28.466,402.38,380.79,8.72,6,0.00,6,8.72,8.44,50.66,1.03,3.47,,"3 frame(s); median area 6.0 px; net motion dx=38.9, dy=-3.8; flags: none"
N1357327391,T0154,1357327391-0148,0.5880,3,6,co-iss-n1357327391,1357327391,2001-01-04T19:10:58.464,400.67,394.67,9.27,3,0.00,3,9.27,9.22,27.66,1.00,1.73,,"3 frame(s); median area 6.0 px; net motion dx=38.9, dy=-3.8; flags: none"
