image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1357345279,T0020,1357345279-0116,0.7121,3,1,co-iss-n1357345279,1357345279,2001-01-05T00:09:06.340,679.37,272.39,9.27,13,0.00,13,9.27,8.99,116.82,1.03,1.17,,"3 frame(s); median area 13.0 px; net motion dx=-4.6, dy=-88.6; flags: none"
N1357345639,T0020,1357345639-0088,0.7121,3,2,co-iss-n1357345639,1357345639,2001-01-05T00:15:06.337,713.27,243.09,9.43,3,0.00,3,9.43,8.67,26.00,1.09,4.39,,"3 frame(s); median area 13.0 px; net motion dx=-4.6, dy=-88.6; flags: none"
N1357373974,T0331,1357373974-0051,0.7083,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,422.73,102.36,13.67,10,0.00,10,13.67,11.96,119.57,1.14,1.83,,"3 frame(s); median area 5.0 px; net motion dx=-3.2, dy=49.1; flags: none"
N1357374364,T0331,1357374364-0060,0.7083,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,351.67,112.02,14.44,5,0.00,5,14.44,11.07,55.37,1.30,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-3.2, dy=49.1; flags: none"
N1357374724,T0331,1357374724-0054,0.7083,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,419.50,151.50,12.56,4,0.00,4,12.56,12.56,50.26,1.00,1.00,,"3 frame(s); median area 5.0 px; net motion dx=-3.2, dy=49.1; flags: none"
N1357378446,T0390,1357378446-0022,0.7013,3,19,co-iss-n1357378446,1357378446,2001-01-05T09:21:53.110,737.80,50.57,14.05,7,0.00,7,14.05,12.45,87.17,1.13,3.04,,"3 frame(s); median area 7.0 px; net motion dx=12.5, dy=91.4; flags: none"
N1357378836,T0390,1357378836-0036,0.7013,3,20,co-iss-n1357378836,1357378836,2001-01-05T09:28:23.107,716.01,84.71,12.49,4,0.00,4,12.49,10.61,42.44,1.18,3.60,,"3 frame(s); median area 7.0 px; net motion dx=12.5, dy=91.4; flags: none"
N1357379196,T0390,1357379196-0068,0.7013,3,21,co-iss-n1357379196,1357379196,2001-01-05T09:34:23.105,750.29,141.98,9.74,7,0.00,7,9.74,9.02,63.16,1.08,2.39,,"3 frame(s); median area 7.0 px; net motion dx=12.5, dy=91.4; flags: none"
N1357365030,T0224,1357365030-0033,0.6983,3,10,co-iss-n1357365030,1357365030,2001-01-05T05:38:17.203,99.00,105.19,14.86,4,0.00,4,14.86,13.78,55.11,1.08,1.63,,"3 frame(s); median area 4.0 px; net motion dx=-91.4, dy=104.7; flags: none"
N1357365420,T0224,1357365420-0056,0.6983,3,11,co-iss-n1357365420,1357365420,2001-01-05T05:44:47.200,34.50,142.50,15.76,4,0.00,4,15.76,15.76,63.04,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-91.4, dy=104.7; flags: none"
N1357365780,T0224,1357365780-0093,0.6983,3,12,co-iss-n1357365780,1357365780,2001-01-05T05:50:47.198,7.64,209.86,13.75,6,0.00,6,13.75,11.74,70.43,1.17,5.29,,"3 frame(s); median area 4.0 px; net motion dx=-91.4, dy=104.7; flags: none"
N1357365030,T0227,1357365030-0060,0.6829,3,10,co-iss-n1357365030,1357365030,2001-01-05T05:38:17.203,186.80,168.60,13.14,5,0.00,5,13.14,13.12,65.59,1.00,4.39,,"3 frame(s); median area 4.0 px; net motion dx=29.5, dy=116.7; flags: none"
N1357365420,T0227,1357365420-0099,0.6829,3,11,co-iss-n1357365420,1357365420,2001-01-05T05:44:47.200,215.03,225.44,12.95,4,0.00,4,12.95,9.80,39.22,1.32,2.62,,"3 frame(s); median area 4.0 px; net motion dx=29.5, dy=116.7; flags: none"
N1357365780,T0227,1357365780-0121,0.6829,3,12,co-iss-n1357365780,1357365780,2001-01-05T05:50:47.198,216.30,285.29,11.55,3,0.00,3,11.55,9.32,27.95,1.24,1.73,,"3 frame(s); median area 4.0 px; net motion dx=29.5, dy=116.7; flags: none"
N1357356085,T0139,1357356085-0021,0.6787,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,24.59,44.77,15.77,6,0.00,6,15.77,14.88,89.29,1.06,3.47,,"3 frame(s); median area 6.0 px; net motion dx=26.4, dy=82.5; flags: none"
N1357356475,T0139,1357356475-0050,0.6787,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,85.78,101.14,16.35,4,0.00,4,16.35,13.10,52.41,1.25,2.45,,"3 frame(s); median area 6.0 px; net motion dx=26.4, dy=82.5; flags: none"
N1357356835,T0139,1357356835-0043,0.6787,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,51.03,127.28,15.33,6,0.00,6,15.33,12.21,73.28,1.26,4.26,,"3 frame(s); median area 6.0 px; net motion dx=26.4, dy=82.5; flags: none"
N1357356085,T0149,1357356085-0061,0.6733,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,418.06,113.51,13.67,4,0.00,4,13.67,11.87,47.49,1.15,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-12.5, dy=5.9; flags: none"
N1357356475,T0149,1357356475-0089,0.6733,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,396.35,168.29,13.37,3,0.00,3,13.37,12.63,37.89,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-12.5, dy=5.9; flags: none"
N1357356835,T0149,1357356835-0041,0.6733,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,405.51,119.46,13.67,8,0.00,8,13.67,12.67,101.36,1.08,2.24,,"3 frame(s); median area 4.0 px; net motion dx=-12.5, dy=5.9; flags: none"
N1357344889,T0016,1357344889-0132,0.6721,3,0,co-iss-n1357344889,1357344889,2001-01-05T00:02:36.342,500.73,285.04,9.97,4,0.00,4,9.97,9.18,36.74,1.09,3.60,,"3 frame(s); median area 4.0 px; net motion dx=34.9, dy=-20.4; flags: none"
N1357345279,T0016,1357345279-0139,0.6721,3,1,co-iss-n1357345279,1357345279,2001-01-05T00:09:06.340,549.91,329.49,8.93,20,0.00,20,8.93,8.86,177.17,1.01,5.55,,"3 frame(s); median area 4.0 px; net motion dx=34.9, dy=-20.4; flags: none"
N1357345639,T0016,1357345639-0094,0.6721,3,2,co-iss-n1357345639,1357345639,2001-01-05T00:15:06.337,535.67,264.67,10.47,3,0.00,3,10.47,10.47,31.41,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=34.9, dy=-20.4; flags: none"
N1357373974,T0335,1357373974-0071,0.6708,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,653.66,154.33,8.17,3,0.00,3,8.17,8.11,24.32,1.01,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-4.2, dy=-94.8; flags: none"
N1357374364,T0335,1357374364-0058,0.6708,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,696.49,109.98,12.05,4,0.00,4,12.05,10.88,43.51,1.11,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-4.2, dy=-94.8; flags: none"
N1357374724,T0335,1357374724-0024,0.6708,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,649.50,59.50,12.31,4,0.00,4,12.31,12.28,49.12,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-4.2, dy=-94.8; flags: none"
N1357356085,T0172,1357356085-0154,0.6694,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,501.51,331.49,8.88,4,0.00,4,8.88,7.96,31.83,1.12,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-15.0, dy=-103.0; flags: none"
N1357356475,T0172,1357356475-0141,0.6694,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,520.91,274.36,10.53,3,0.00,3,10.53,9.60,28.79,1.10,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-15.0, dy=-103.0; flags: none"
N1357356835,T0172,1357356835-0095,0.6694,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,486.46,228.46,11.31,4,0.00,4,11.31,10.51,42.04,1.08,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-15.0, dy=-103.0; flags: none"
N1357356085,T0141,1357356085-0023,0.6667,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,149.37,46.12,13.12,3,0.00,3,13.12,11.68,35.05,1.12,4.39,,"3 frame(s); median area 3.0 px; net motion dx=34.8, dy=-10.4; flags: none"
N1357356475,T0141,1357356475-0051,0.6667,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,171.34,105.00,15.74,7,0.00,7,15.74,15.00,104.97,1.05,2.72,,"3 frame(s); median area 3.0 px; net motion dx=34.8, dy=-10.4; flags: none"
N1357356835,T0141,1357356835-0012,0.6667,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,184.14,35.69,15.59,3,0.00,3,15.59,11.60,34.80,1.34,4.39,,"3 frame(s); median area 3.0 px; net motion dx=34.8, dy=-10.4; flags: none"
N1357373974,T0360,1357373974-0212,0.6656,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,72.50,494.50,8.51,4,0.00,4,8.51,8.47,33.86,1.01,1.00,,"3 frame(s); median area 4.0 px; net motion dx=70.2, dy=-46.1; flags: none"
N1357374364,T0360,1357374364-0230,0.6656,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,132.50,508.50,9.06,4,0.00,4,9.06,9.06,36.24,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=70.2, dy=-46.1; flags: none"
N1357374724,T0360,1357374724-0155,0.6656,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,142.71,448.35,9.48,3,0.00,3,9.48,8.91,26.72,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=70.2, dy=-46.1; flags: none"
N1357356085,T0160,1357356085-0118,0.6640,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,303.50,252.50,11.26,4,0.00,4,11.26,11.21,44.85,1.00,5.83,,"3 frame(s); median area 4.0 px; net motion dx=-30.9, dy=-30.2; flags: none"
N1357356475,T0160,1357356475-0120,0.6640,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,294.61,232.95,12.42,9,0.00,9,12.42,9.85,88.69,1.26,5.20,,"3 frame(s); median area 4.0 px; net motion dx=-30.9, dy=-30.2; flags: none"
N1357356835,T0160,1357356835-0091,0.6640,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,272.63,222.31,8.59,3,0.00,3,8.59,7.75,23.26,1.11,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-30.9, dy=-30.2; flags: none"
N1357373974,T0334,1357373974-0067,0.6598,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,553.50,149.50,12.29,4,0.00,4,12.29,12.29,49.15,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-0.8, dy=-16.9; flags: none"
N1357374364,T0334,1357374364-0059,0.6598,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,512.99,110.49,13.51,6,0.00,6,13.51,12.23,73.38,1.10,1.63,,"3 frame(s); median area 4.0 px; net motion dx=-0.8, dy=-16.9; flags: none"
N1357374724,T0334,1357374724-0042,0.6598,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,552.70,132.65,11.87,3,0.00,3,11.87,11.27,33.82,1.05,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-0.8, dy=-16.9; flags: none"
N1357365030,T0240,1357365030-0173,0.6587,3,10,co-iss-n1357365030,1357365030,2001-01-05T05:38:17.203,121.25,492.56,8.04,7,0.00,7,8.04,7.90,55.30,1.02,2.18,,"3 frame(s); median area 7.0 px; net motion dx=-33.7, dy=-68.0; flags: none"
N1357365420,T0240,1357365420-0182,0.6587,3,11,co-iss-n1357365420,1357365420,2001-01-05T05:44:47.200,122.40,411.53,10.67,11,0.00,11,10.67,10.39,114.34,1.03,3.57,,"3 frame(s); median area 7.0 px; net motion dx=-33.7, dy=-68.0; flags: none"
N1357365780,T0240,1357365780-0178,0.6587,3,12,co-iss-n1357365780,1357365780,2001-01-05T05:50:47.198,87.52,424.52,10.64,4,0.00,4,10.64,10.30,41.20,1.03,1.00,,"3 frame(s); median area 7.0 px; net motion dx=-33.7, dy=-68.0; flags: none"
N1357344889,T0029,1357344889-0199,0.6542,3,0,co-iss-n1357344889,1357344889,2001-01-05T00:02:36.342,235.33,435.67,8.57,3,0.00,3,8.57,8.57,25.72,1.00,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-22.3, dy=-97.2; flags: none"
N1357345279,T0029,1357345279-0166,0.6542,3,1,co-iss-n1357345279,1357345279,2001-01-05T00:09:06.340,212.80,399.80,10.40,5,0.00,5,10.40,10.36,51.82,1.00,2.14,,"3 frame(s); median area 5.0 px; net motion dx=-22.3, dy=-97.2; flags: none"
N1357345639,T0029,1357345639-0126,0.6542,3,2,co-iss-n1357345639,1357345639,2001-01-05T00:15:06.337,213.00,338.50,10.80,6,0.00,6,10.80,10.80,64.78,1.00,1.63,,"3 frame(s); median area 5.0 px; net motion dx=-22.3, dy=-97.2; flags: none"
N1357373974,T0358,1357373974-0186,0.6529,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,166.50,409.00,9.02,6,0.00,6,9.02,8.97,53.84,1.00,4.47,,"3 frame(s); median area 4.0 px; net motion dx=20.0, dy=18.5; flags: none"
N1357374364,T0358,1357374364-0194,0.6529,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,197.46,381.08,10.59,4,0.00,4,10.59,9.79,39.15,1.08,2.62,,"3 frame(s); median area 4.0 px; net motion dx=20.0, dy=18.5; flags: none"
N1357374724,T0358,1357374724-0149,0.6529,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,186.50,427.50,9.54,4,0.00,4,9.54,9.54,38.16,1.00,5.83,,"3 frame(s); median area 4.0 px; net motion dx=20.0, dy=18.5; flags: none"
N1357369502,T0284,1357369502-0090,0.6448,3,13,co-iss-n1357369502,1357369502,2001-01-05T06:52:49.172,62.35,237.65,12.64,3,0.00,3,12.64,11.96,35.89,1.06,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-11.6, dy=-133.1; flags: none"
N1357369892,T0284,1357369892-0070,0.6448,3,14,co-iss-n1357369892,1357369892,2001-01-05T06:59:19.169,68.10,178.88,14.88,5,0.00,5,14.88,12.16,60.78,1.22,3.84,,"3 frame(s); median area 3.0 px; net motion dx=-11.6, dy=-133.1; flags: none"
N1357370252,T0284,1357370252-0035,0.6448,3,15,co-iss-n1357370252,1357370252,2001-01-05T07:05:19.167,50.70,104.55,15.55,3,0.00,3,15.55,11.59,34.77,1.34,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-11.6, dy=-133.1; flags: none"
N1357356085,T0146,1357356085-0035,0.6434,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,364.04,65.48,14.75,6,0.00,6,14.75,12.28,73.71,1.20,1.63,,"3 frame(s); median area 6.0 px; net motion dx=28.4, dy=-24.8; flags: none"
N1357356475,T0146,1357356475-0038,0.6434,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,374.70,77.98,15.40,6,0.00,6,15.40,12.15,72.89,1.27,4.39,,"3 frame(s); median area 6.0 px; net motion dx=28.4, dy=-24.8; flags: none"
N1357356835,T0146,1357356835-0015,0.6434,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,392.43,40.72,11.42,3,0.00,3,11.42,8.80,26.39,1.30,1.73,,"3 frame(s); median area 6.0 px; net motion dx=28.4, dy=-24.8; flags: none"
N1357373974,T0326,1357373974-0021,0.6432,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,619.29,39.07,14.05,8,0.00,8,14.05,13.63,109.07,1.03,3.42,,"3 frame(s); median area 7.0 px; net motion dx=41.3, dy=13.5; flags: none"
N1357374364,T0326,1357374364-0041,0.6432,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,653.62,65.57,13.18,7,0.00,7,13.18,11.58,81.08,1.14,5.42,,"3 frame(s); median area 7.0 px; net motion dx=41.3, dy=13.5; flags: none"
N1357374724,T0326,1357374724-0022,0.6432,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,660.58,52.61,12.38,5,0.00,5,12.38,11.83,59.15,1.05,3.40,,"3 frame(s); median area 7.0 px; net motion dx=41.3, dy=13.5; flags: none"
N1357365030,T0225,1357365030-0034,0.6425,3,10,co-iss-n1357365030,1357365030,2001-01-05T05:38:17.203,802.80,106.20,12.50,4,0.00,4,12.50,11.70,46.79,1.07,2.45,,"3 frame(s); median area 3.0 px; net motion dx=110.5, dy=-41.6; flags: none"
N1357365420,T0225,1357365420-0015,0.6425,3,11,co-iss-n1357365420,1357365420,2001-01-05T05:44:47.200,832.22,40.39,12.68,3,0.00,3,12.68,10.88,32.63,1.17,1.73,,"3 frame(s); median area 3.0 px; net motion dx=110.5, dy=-41.6; flags: none"
N1357365780,T0225,1357365780-0029,0.6425,3,12,co-iss-n1357365780,1357365780,2001-01-05T05:50:47.198,913.33,64.65,10.12,3,0.00,3,10.12,9.54,28.61,1.06,1.73,,"3 frame(s); median area 3.0 px; net motion dx=110.5, dy=-41.6; flags: none"
N1357356085,T0178,1357356085-0205,0.6380,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,89.33,435.00,9.35,3,0.00,3,9.35,9.33,28.00,1.00,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-32.1, dy=-39.8; flags: none"
N1357356475,T0178,1357356475-0246,0.6380,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,72.90,409.82,11.20,4,0.00,4,11.20,9.21,36.84,1.22,3.60,,"3 frame(s); median area 4.0 px; net motion dx=-32.1, dy=-39.8; flags: none"
N1357356835,T0178,1357356835-0159,0.6380,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,57.20,395.20,11.38,5,0.00,5,11.38,11.38,56.89,1.00,3.52,,"3 frame(s); median area 4.0 px; net motion dx=-32.1, dy=-39.8; flags: none"
N1357351613,T0082,1357351613-0194,0.6375,2,3,co-iss-n1357351613,1357351613,2001-01-05T01:54:40.296,295.60,416.99,8.34,12,0.00,12,8.34,8.27,99.24,1.01,2.48,,"2 frame(s); median area 8.0 px; net motion dx=21.8, dy=78.6; flags: none"
N1357352003,T0082,1357352003-0175,0.6375,2,4,co-iss-n1357352003,1357352003,2001-01-05T02:01:10.293,317.41,495.58,50.01,4,0.00,4,50.01,41.43,165.73,1.21,1.00,,"2 frame(s); median area 8.0 px; net motion dx=21.8, dy=78.6; flags: none"
N1357365030,T0231,1357365030-0078,0.6351,3,10,co-iss-n1357365030,1357365030,2001-01-05T05:38:17.203,875.69,204.38,10.46,9,0.00,9,10.46,10.02,90.15,1.04,3.55,,"3 frame(s); median area 4.0 px; net motion dx=-80.4, dy=-25.7; flags: none"
N1357365420,T0231,1357365420-0062,0.6351,3,11,co-iss-n1357365420,1357365420,2001-01-05T05:44:47.200,835.50,149.00,10.27,4,0.00,4,10.27,10.27,41.09,1.00,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-80.4, dy=-25.7; flags: none"
N1357365780,T0231,1357365780-0081,0.6351,3,12,co-iss-n1357365780,1357365780,2001-01-05T05:50:47.198,795.33,178.67,9.41,3,0.00,3,9.41,9.41,28.23,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-80.4, dy=-25.7; flags: none"
N1357373974,T0342,1357373974-0100,0.6343,3,16,co-iss-n1357373974,1357373974,2001-01-05T08:07:21.141,473.10,222.45,11.28,4,0.00,4,11.28,10.22,40.89,1.10,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-64.5, dy=-21.5; flags: none"
N1357374364,T0342,1357374364-0128,0.6343,3,17,co-iss-n1357374364,1357374364,2001-01-05T08:13:51.138,442.48,238.90,11.45,12,0.00,12,11.45,10.75,129.00,1.07,3.97,,"3 frame(s); median area 4.0 px; net motion dx=-64.5, dy=-21.5; flags: none"
N1357374724,T0342,1357374724-0078,0.6343,3,18,co-iss-n1357374724,1357374724,2001-01-05T08:19:51.136,408.65,200.96,11.81,3,0.00,3,11.81,11.33,33.98,1.04,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-64.5, dy=-21.5; flags: none"
N1357378446,T0396,1357378446-0039,0.6280,3,19,co-iss-n1357378446,1357378446,2001-01-05T09:21:53.110,470.78,74.23,14.25,3,0.00,3,14.25,10.39,31.18,1.37,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-56.7, dy=-37.7; flags: none"
N1357378836,T0396,1357378836-0031,0.6280,3,20,co-iss-n1357378836,1357378836,2001-01-05T09:28:23.107,420.71,70.75,14.34,3,0.00,3,14.34,10.40,31.21,1.38,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-56.7, dy=-37.7; flags: none"
N1357379196,T0396,1357379196-0014,0.6280,3,21,co-iss-n1357379196,1357379196,2001-01-05T09:34:23.105,414.12,36.50,14.25,25,0.00,25,14.25,13.62,340.58,1.05,1.75,,"3 frame(s); median area 3.0 px; net motion dx=-56.7, dy=-37.7; flags: none"
N1357351613,T0084,1357351613-0200,0.6262,3,3,co-iss-n1357351613,1357351613,2001-01-05T01:54:40.296,163.28,437.57,8.78,7,0.00,7,8.78,8.74,61.17,1.01,2.18,,"3 frame(s); median area 7.0 px; net motion dx=-36.7, dy=-27.9; flags: none"
N1357352003,T0084,1357352003-0151,0.6262,3,4,co-iss-n1357352003,1357352003,2001-01-05T02:01:10.293,153.86,449.01,66.06,7,0.00,7,66.06,30.20,211.39,2.19,2.78,,"3 frame(s); median area 7.0 px; net motion dx=-36.7, dy=-27.9; flags: none"
N1357352363,T0084,1357352363-0164,0.6262,3,5,co-iss-n1357352363,1357352363,2001-01-05T02:07:10.291,126.58,409.69,11.74,5,0.00,5,11.74,11.08,55.42,1.06,3.40,,"3 frame(s); median area 7.0 px; net motion dx=-36.7, dy=-27.9; flags: none"
N1357344889,T0030,1357344889-0208,0.6260,3,0,co-iss-n1357344889,1357344889,2001-01-05T00:02:36.342,36.66,498.67,9.02,3,0.00,3,9.02,8.93,26.79,1.01,1.73,,"3 frame(s); median area 3.0 px; net motion dx=8.3, dy=-18.0; flags: none"
N1357345279,T0030,1357345279-0179,0.6260,3,1,co-iss-n1357345279,1357345279,2001-01-05T00:09:06.340,20.34,470.23,10.74,8,0.00,8,10.74,10.37,83.00,1.04,3.98,,"3 frame(s); median area 3.0 px; net motion dx=8.3, dy=-18.0; flags: none"
N1357345639,T0030,1357345639-0159,0.6260,3,2,co-iss-n1357345639,1357345639,2001-01-05T00:15:06.337,44.94,480.65,10.67,3,0.00,3,10.67,10.07,30.20,1.06,4.39,,"3 frame(s); median area 3.0 px; net motion dx=8.3, dy=-18.0; flags: none"
N1357356085,T0153,1357356085-0089,0.6218,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,125.33,195.67,13.10,3,0.00,3,13.10,13.10,39.30,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=17.8, dy=-17.7; flags: none"
N1357356475,T0153,1357356475-0063,0.6218,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,150.67,127.99,8.43,3,0.00,3,8.43,8.32,24.95,1.01,4.39,,"3 frame(s); median area 3.0 px; net motion dx=17.8, dy=-17.7; flags: none"
N1357356835,T0153,1357356835-0068,0.6218,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,143.14,177.92,13.93,5,0.00,5,13.93,12.19,60.93,1.14,2.62,,"3 frame(s); median area 3.0 px; net motion dx=17.8, dy=-17.7; flags: none"
N1357356085,T0151,1357356085-0075,0.6212,3,6,co-iss-n1357356085,1357356085,2001-01-05T03:09:12.265,554.64,153.70,9.14,3,0.00,3,9.14,8.53,25.60,1.07,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-44.2, dy=-18.1; flags: none"
N1357356475,T0151,1357356475-0045,0.6212,3,7,co-iss-n1357356475,1357356475,2001-01-05T03:15:42.262,528.67,91.63,13.64,3,0.00,3,13.64,12.34,37.01,1.11,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-44.2, dy=-18.1; flags: none"
N1357356835,T0151,1357356835-0050,0.6212,3,8,co-iss-n1357356835,1357356835,2001-01-05T03:21:42.260,510.44,135.56,12.78,4,0.00,4,12.78,11.48,45.92,1.11,1.00,,"3 frame(s); median area 3.0 px; net motion dx=-44.2, dy=-18.1; flags: none"
