image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1357781886,T0046,1357781886-0079,0.6389,3,4,co-iss-n1357781886,1357781886,2001-01-10T01:25:14.316,697.92,103.29,9.60,3,0.00,3,9.60,8.55,25.66,1.12,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-2.9, dy=-35.9; flags: none"
N1357782246,T0046,1357782246-0048,0.6389,3,5,co-iss-n1357782246,1357782246,2001-01-10T01:31:14.314,764.67,78.33,8.38,3,0.00,3,8.38,8.38,25.14,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-2.9, dy=-35.9; flags: none"
N1357806498,T0294,1357806498-0228,0.6375,2,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,28.61,323.40,10.27,5,0.00,5,10.27,9.37,46.85,1.10,3.40,,"2 frame(s); median area 9.0 px; net motion dx=3.7, dy=-79.9; flags: none"
N1357806858,T0294,1357806858-0182,0.6375,2,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,32.27,243.46,60.62,13,0.15,13,60.62,28.99,376.92,2.09,6.31,,"2 frame(s); median area 9.0 px; net motion dx=3.7, dy=-79.9; flags: none"
N1357777024,T0011,1357777024-0083,0.6351,3,0,co-iss-n1357777024,1357777024,2001-01-10T00:04:12.350,236.48,146.74,8.59,4,0.00,4,8.59,8.23,32.91,1.04,4.47,,"3 frame(s); median area 3.0 px; net motion dx=21.1, dy=-118.5; flags: none"
N1357777414,T0011,1357777414-0048,0.6351,3,1,co-iss-n1357777414,1357777414,2001-01-10T00:10:42.347,286.39,89.23,12.26,3,0.00,3,12.26,10.61,31.83,1.16,1.73,,"3 frame(s); median area 3.0 px; net motion dx=21.1, dy=-118.5; flags: none"
N1357777774,T0011,1357777774-0021,0.6351,3,2,co-iss-n1357777774,1357777774,2001-01-10T00:16:42.345,257.59,28.27,10.47,3,0.00,3,10.47,8.57,25.70,1.22,1.73,,"3 frame(s); median area 3.0 px; net motion dx=21.1, dy=-118.5; flags: none"
N1357806108,T0277,1357806108-0106,0.6296,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,204.67,150.33,8.86,3,0.00,3,8.86,8.86,26.58,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-18.4, dy=-75.6; flags: none"
N1357806498,T0277,1357806498-0082,0.6296,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,161.45,113.11,12.20,4,0.00,4,12.20,11.00,43.98,1.11,2.62,,"3 frame(s); median area 3.0 px; net motion dx=-18.4, dy=-75.6; flags: none"
N1357806858,T0277,1357806858-0074,0.6296,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,186.28,74.70,11.60,3,0.00,3,11.60,9.22,27.66,1.26,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-18.4, dy=-75.6; flags: none"
N1357810580,T0329,1357810580-0046,0.6285,3,21,co-iss-n1357810580,1357810580,2001-01-10T09:23:28.118,916.00,47.72,10.01,7,0.00,7,10.01,9.95,69.62,1.01,1.08,,"3 frame(s); median area 3.0 px; net motion dx=31.4, dy=42.6; flags: none"
N1357810970,T0329,1357810970-0063,0.6285,3,22,co-iss-n1357810970,1357810970,2001-01-10T09:29:58.115,877.96,91.29,10.63,3,0.00,3,10.63,9.35,28.05,1.14,4.39,,"3 frame(s); median area 3.0 px; net motion dx=31.4, dy=42.6; flags: none"
N1357811330,T0329,1357811330-0070,0.6285,3,23,co-iss-n1357811330,1357811330,2001-01-10T09:35:58.112,947.41,90.28,11.27,3,0.00,3,11.27,9.05,27.16,1.24,1.73,,"3 frame(s); median area 3.0 px; net motion dx=31.4, dy=42.6; flags: none"
N1357781496,T0050,1357781496-0132,0.6263,3,3,co-iss-n1357781496,1357781496,2001-01-10T01:18:44.319,573.50,157.50,8.39,4,0.00,4,8.39,8.37,33.47,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-74.0, dy=-61.0; flags: none"
N1357781886,T0050,1357781886-0093,0.6263,3,4,co-iss-n1357781886,1357781886,2001-01-10T01:25:14.316,549.51,124.51,10.75,4,0.00,4,10.75,9.20,36.80,1.17,5.83,,"3 frame(s); median area 4.0 px; net motion dx=-74.0, dy=-61.0; flags: none"
N1357782246,T0050,1357782246-0064,0.6263,3,5,co-iss-n1357782246,1357782246,2001-01-10T01:31:14.314,499.47,96.47,9.34,4,0.00,4,9.34,8.81,35.23,1.06,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-74.0, dy=-61.0; flags: none"
N1357810580,T0341,1357810580-0098,0.6217,3,21,co-iss-n1357810580,1357810580,2001-01-10T09:23:28.118,325.97,117.66,9.28,3,0.00,3,9.28,8.98,26.94,1.03,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-16.6, dy=24.7; flags: none"
N1357810970,T0341,1357810970-0101,0.6217,3,22,co-iss-n1357810970,1357810970,2001-01-10T09:29:58.115,268.14,154.49,11.07,5,0.00,5,11.07,10.27,51.35,1.08,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-16.6, dy=24.7; flags: none"
N1357811330,T0341,1357811330-0101,0.6217,3,23,co-iss-n1357811330,1357811330,2001-01-10T09:35:58.112,309.40,142.34,21.76,4,0.00,4,21.76,12.02,48.06,1.81,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-16.6, dy=24.7; flags: none"
N1357790440,T0149,1357790440-0094,0.6152,3,9,co-iss-n1357790440,1357790440,2001-01-10T03:47:48.257,884.99,127.99,8.20,7,0.00,7,8.20,7.95,55.64,1.03,1.73,,"3 frame(s); median area 3.0 px; net motion dx=89.7, dy=-44.3; flags: none"
N1357790830,T0149,1357790830-0050,0.6152,3,10,co-iss-n1357790830,1357790830,2001-01-10T03:54:18.254,909.32,80.34,11.04,3,0.00,3,11.04,10.82,32.46,1.02,1.73,,"3 frame(s); median area 3.0 px; net motion dx=89.7, dy=-44.3; flags: none"
N1357791190,T0149,1357791190-0049,0.6152,3,11,co-iss-n1357791190,1357791190,2001-01-10T04:00:18.252,974.67,83.67,8.80,3,0.00,3,8.80,8.77,26.32,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=89.7, dy=-44.3; flags: none"
N1357785968,T0087,1357785968-0023,0.6145,3,6,co-iss-n1357785968,1357785968,2001-01-10T02:33:16.288,426.50,43.00,10.39,4,0.00,4,10.39,10.38,41.53,1.00,2.62,,"3 frame(s); median area 4.0 px; net motion dx=16.8, dy=-18.6; flags: none"
N1357786358,T0087,1357786358-0002,0.6145,3,7,co-iss-n1357786358,1357786358,2001-01-10T02:39:46.285,476.51,6.51,11.66,4,0.00,4,11.66,11.35,45.42,1.03,1.00,,"3 frame(s); median area 4.0 px; net motion dx=16.8, dy=-18.6; flags: none"
N1357786718,T0087,1357786718-0012,0.6145,3,8,co-iss-n1357786718,1357786718,2001-01-10T02:45:46.283,443.27,24.37,10.44,3,0.00,3,10.44,9.51,28.52,1.10,1.73,,"3 frame(s); median area 4.0 px; net motion dx=16.8, dy=-18.6; flags: none"
N1357806498,T0293,1357806498-0227,0.6125,2,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,243.00,320.00,8.62,7,0.00,7,8.62,8.62,60.33,1.00,1.73,,"2 frame(s); median area 7.0 px; net motion dx=30.1, dy=-33.9; flags: none"
N1357806858,T0293,1357806858-0199,0.6125,2,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,273.09,286.09,95.14,7,0.15,7,95.14,28.12,196.86,3.38,2.72,,"2 frame(s); median area 7.0 px; net motion dx=30.1, dy=-33.9; flags: none"
N1357797164,T0174,1357797164-0036,0.6108,3,12,co-iss-n1357797164,1357797164,2001-01-10T05:39:52.210,382.64,71.36,8.63,8,0.00,8,8.63,8.51,68.10,1.01,2.48,,"3 frame(s); median area 4.0 px; net motion dx=79.8, dy=-29.8; flags: none"
N1357797554,T0174,1357797554-0060,0.6108,3,13,co-iss-n1357797554,1357797554,2001-01-10T05:46:22.208,419.66,84.34,8.31,3,0.00,3,8.31,8.05,24.14,1.03,1.73,,"3 frame(s); median area 4.0 px; net motion dx=79.8, dy=-29.8; flags: none"
N1357797914,T0174,1357797914-0025,0.6108,3,14,co-iss-n1357797914,1357797914,2001-01-10T05:52:22.205,462.46,41.52,10.35,4,0.00,4,10.35,9.59,38.36,1.08,1.00,,"3 frame(s); median area 4.0 px; net motion dx=79.8, dy=-29.8; flags: none"
N1357806108,T0261,1357806108-0014,0.6100,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,136.93,32.05,10.69,8,0.15,8,10.69,10.05,80.39,1.06,6.97,,"3 frame(s); median area 4.0 px; net motion dx=-73.9, dy=18.2; flags: none"
N1357806498,T0261,1357806498-0012,0.6100,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,82.50,27.50,13.24,4,0.00,4,13.24,13.24,52.98,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-73.9, dy=18.2; flags: none"
N1357806858,T0261,1357806858-0046,0.6100,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,63.00,50.28,11.71,3,0.00,3,11.71,8.97,26.90,1.31,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-73.9, dy=18.2; flags: none"
N1357777024,T0002,1357777024-0022,0.6071,3,0,co-iss-n1357777024,1357777024,2001-01-10T00:04:12.350,422.52,40.48,10.30,4,0.00,4,10.30,9.96,39.82,1.03,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-26.9, dy=-33.2; flags: none"
N1357777414,T0002,1357777414-0001,0.6071,3,1,co-iss-n1357777414,1357777414,2001-01-10T00:10:42.347,347.97,4.68,11.88,3,0.00,3,11.88,10.06,30.18,1.18,4.39,,"3 frame(s); median area 4.0 px; net motion dx=-26.9, dy=-33.2; flags: none"
N1357777774,T0002,1357777774-0001,0.6071,3,2,co-iss-n1357777774,1357777774,2001-01-10T00:16:42.345,395.58,7.25,9.57,5,0.00,5,9.57,9.14,45.70,1.05,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-26.9, dy=-33.2; flags: none"
N1357806108,T0281,1357806108-0134,0.6068,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,934.67,177.67,8.45,3,0.00,3,8.45,8.42,25.26,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-70.4, dy=98.6; flags: none"
N1357806498,T0281,1357806498-0164,0.6068,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,879.22,223.44,8.78,9,0.00,9,8.78,8.74,78.67,1.00,2.71,,"3 frame(s); median area 3.0 px; net motion dx=-70.4, dy=98.6; flags: none"
N1357806858,T0281,1357806858-0193,0.6068,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,864.24,276.30,45.67,3,0.00,3,45.67,32.55,97.65,1.40,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-70.4, dy=98.6; flags: none"
N1357797164,T0175,1357797164-0043,0.6048,3,12,co-iss-n1357797164,1357797164,2001-01-10T05:39:52.210,380.67,93.33,8.11,3,0.00,3,8.11,8.10,24.30,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=81.0, dy=-59.3; flags: none"
N1357797554,T0175,1357797554-0072,0.6048,3,13,co-iss-n1357797554,1357797554,2001-01-10T05:46:22.208,463.91,96.62,20.93,7,0.00,7,20.93,17.34,121.37,1.21,5.08,,"3 frame(s); median area 3.0 px; net motion dx=81.0, dy=-59.3; flags: none"
N1357797914,T0175,1357797914-0020,0.6048,3,14,co-iss-n1357797914,1357797914,2001-01-10T05:52:22.205,461.68,34.01,8.78,3,0.00,3,8.78,8.11,24.32,1.08,4.39,,"3 frame(s); median area 3.0 px; net motion dx=81.0, dy=-59.3; flags: none"
N1357806108,T0267,1357806108-0057,0.5980,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,934.35,82.71,9.59,3,0.00,3,9.59,9.06,27.18,1.06,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-50.5, dy=22.9; flags: none"
N1357806498,T0267,1357806498-0087,0.5980,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,909.00,115.50,10.55,4,0.00,4,10.55,10.55,42.19,1.00,2.62,,"3 frame(s); median area 3.0 px; net motion dx=-50.5, dy=22.9; flags: none"
N1357806858,T0267,1357806858-0102,0.5980,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,883.87,105.65,37.37,3,0.00,3,37.37,19.11,57.33,1.96,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-50.5, dy=22.9; flags: none"
N1357810580,T0338,1357810580-0086,0.5939,3,21,co-iss-n1357810580,1357810580,2001-01-10T09:23:28.118,256.28,107.36,9.51,3,0.00,3,9.51,8.73,26.19,1.09,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-13.6, dy=-65.6; flags: none"
N1357810970,T0338,1357810970-0068,0.5939,3,22,co-iss-n1357810970,1357810970,2001-01-10T09:29:58.115,228.50,101.50,12.23,4,0.00,4,12.23,12.20,48.80,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-13.6, dy=-65.6; flags: none"
N1357811330,T0338,1357811330-0028,0.5939,3,23,co-iss-n1357811330,1357811330,2001-01-10T09:35:58.112,242.68,41.75,19.57,8,0.00,8,19.57,11.67,93.38,1.68,3.78,,"3 frame(s); median area 4.0 px; net motion dx=-13.6, dy=-65.6; flags: none"
N1357790440,T0143,1357790440-0049,0.5877,3,9,co-iss-n1357790440,1357790440,2001-01-10T03:47:48.257,538.37,65.27,9.82,3,0.00,3,9.82,8.95,26.86,1.10,1.73,,"3 frame(s); median area 3.0 px; net motion dx=32.3, dy=41.7; flags: none"
N1357790830,T0143,1357790830-0054,0.5877,3,10,co-iss-n1357790830,1357790830,2001-01-10T03:54:18.254,495.71,87.31,11.69,3,0.00,3,11.69,9.80,29.39,1.19,1.73,,"3 frame(s); median area 3.0 px; net motion dx=32.3, dy=41.7; flags: none"
N1357791190,T0143,1357791190-0062,0.5877,3,11,co-iss-n1357791190,1357791190,2001-01-10T04:00:18.252,570.67,107.00,8.58,3,0.00,3,8.58,8.55,25.64,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=32.3, dy=41.7; flags: none"
N1357806108,T0269,1357806108-0082,0.5824,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,212.51,123.51,9.41,4,0.00,4,9.41,8.63,34.54,1.09,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-31.4, dy=-96.9; flags: none"
N1357806498,T0269,1357806498-0074,0.5824,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,192.89,99.94,12.31,8,0.00,8,12.31,11.13,89.01,1.11,3.54,,"3 frame(s); median area 4.0 px; net motion dx=-31.4, dy=-96.9; flags: none"
N1357806858,T0269,1357806858-0030,0.5824,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,181.06,26.56,13.32,4,0.00,4,13.32,10.46,41.86,1.27,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-31.4, dy=-96.9; flags: none"
N1357806108,T0271,1357806108-0084,0.5719,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,572.98,124.49,8.91,6,0.00,6,8.91,8.72,52.29,1.02,3.60,,"3 frame(s); median area 3.0 px; net motion dx=71.4, dy=-50.3; flags: none"
N1357806498,T0271,1357806498-0044,0.5719,3,19,co-iss-n1357806498,1357806498,2001-01-10T08:15:26.146,610.88,57.63,11.81,3,0.00,3,11.81,10.51,31.52,1.12,4.39,,"3 frame(s); median area 3.0 px; net motion dx=71.4, dy=-50.3; flags: none"
N1357806858,T0271,1357806858-0075,0.5719,3,20,co-iss-n1357806858,1357806858,2001-01-10T08:21:26.143,644.36,74.17,74.56,3,0.00,3,74.56,52.92,158.77,1.41,1.73,,"3 frame(s); median area 3.0 px; net motion dx=71.4, dy=-50.3; flags: none"
N1357810580,T0331,1357810580-0050,0.5695,3,21,co-iss-n1357810580,1357810580,2001-01-10T09:23:28.118,182.15,53.64,10.46,5,0.00,5,10.46,9.82,49.11,1.06,1.73,,"3 frame(s); median area 6.0 px; net motion dx=-90.0, dy=-5.2; flags: none"
N1357810970,T0331,1357810970-0023,0.5695,3,22,co-iss-n1357810970,1357810970,2001-01-10T09:29:58.115,174.92,40.05,13.17,16,0.15,16,13.17,12.16,194.58,1.08,7.29,,"3 frame(s); median area 6.0 px; net motion dx=-90.0, dy=-5.2; flags: none"
N1357811330,T0331,1357811330-0034,0.5695,3,23,co-iss-n1357811330,1357811330,2001-01-10T09:35:58.112,92.12,48.44,47.55,6,0.00,6,47.55,24.35,146.12,1.95,2.03,,"3 frame(s); median area 6.0 px; net motion dx=-90.0, dy=-5.2; flags: none"
N1357806108,T0273,1357806108-0088,0.5661,3,18,co-iss-n1357806108,1357806108,2001-01-10T08:08:56.148,736.79,131.15,8.63,5,0.00,5,8.63,8.40,41.99,1.03,3.52,,"3 frame(s); median area 3.0 px; net motion dx=-18.9, dy=-74.8; flags: none"
