image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1357773302,T0274,1357773302-0054,0.6624,3,10,co-iss-n1357773302,1357773302,2001-01-09T23:02:10.376,351.50,85.50,10.09,4,0.00,4,10.09,10.09,40.37,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-90.0, dy=14.0; flags: none"
N1357772552,T0272,1357772552-0035,0.6484,3,8,co-iss-n1357772552,1357772552,2001-01-09T22:49:40.381,545.65,49.71,9.92,3,0.00,3,9.92,9.32,27.95,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=43.9, dy=-19.2; flags: none"
N1357772942,T0272,1357772942-0056,0.6484,3,9,co-iss-n1357772942,1357772942,2001-01-09T22:56:10.378,584.88,64.86,11.39,5,0.00,5,11.39,10.16,50.79,1.12,4.24,,"3 frame(s); median area 4.0 px; net motion dx=43.9, dy=-19.2; flags: none"
N1357773302,T0272,1357773302-0016,0.6484,3,10,co-iss-n1357773302,1357773302,2001-01-09T23:02:10.376,589.50,30.50,10.00,4,0.00,4,10.00,10.00,40.00,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=43.9, dy=-19.2; flags: none"
N1357772552,T0269,1357772552-0022,0.6442,3,8,co-iss-n1357772552,1357772552,2001-01-09T22:49:40.381,675.92,32.51,9.83,8,0.00,8,9.83,9.29,74.35,1.06,2.77,,"3 frame(s); median area 3.0 px; net motion dx=75.7, dy=82.5; flags: none"
N1357772942,T0269,1357772942-0076,0.6442,3,9,co-iss-n1357772942,1357772942,2001-01-09T22:56:10.378,689.28,95.33,11.08,3,0.00,3,11.08,9.40,28.19,1.18,1.73,,"3 frame(s); median area 3.0 px; net motion dx=75.7, dy=82.5; flags: none"
N1357773302,T0269,1357773302-0083,0.6442,3,10,co-iss-n1357773302,1357773302,2001-01-09T23:02:10.376,751.67,115.00,8.23,3,0.00,3,8.23,8.20,24.60,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=75.7, dy=82.5; flags: none"
N1357763998,T0169,1357763998-0036,0.6375,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,522.27,56.29,12.34,8,0.15,8,12.34,11.01,88.09,1.12,6.83,,"2 frame(s); median area 19.5 px; net motion dx=40.9, dy=16.6; flags: none"
N1357764358,T0169,1357764358-0042,0.6375,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,563.16,72.86,88.37,31,0.00,31,88.37,52.17,1617.23,1.69,2.09,,"2 frame(s); median area 19.5 px; net motion dx=40.9, dy=16.6; flags: none"
N1357768080,T0228,1357768080-0057,0.6245,3,5,co-iss-n1357768080,1357768080,2001-01-09T21:35:08.412,525.50,107.50,9.37,4,0.00,4,9.37,9.37,37.49,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=34.3, dy=-43.6; flags: none"
N1357768470,T0228,1357768470-0051,0.6245,3,6,co-iss-n1357768470,1357768470,2001-01-09T21:41:38.409,477.50,75.50,12.00,8,0.00,8,12.00,10.73,85.86,1.12,3.51,,"3 frame(s); median area 4.0 px; net motion dx=34.3, dy=-43.6; flags: none"
N1357768830,T0228,1357768830-0047,0.6245,3,7,co-iss-n1357768830,1357768830,2001-01-09T21:47:38.407,559.80,63.94,9.52,4,0.00,4,9.52,8.95,35.79,1.06,3.60,,"3 frame(s); median area 4.0 px; net motion dx=34.3, dy=-43.6; flags: none"
N1357768080,T0230,1357768080-0072,0.6110,3,5,co-iss-n1357768080,1357768080,2001-01-09T21:35:08.412,154.71,140.64,9.42,3,0.00,3,9.42,8.84,26.51,1.07,1.73,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-120.6; flags: none"
N1357768470,T0230,1357768470-0052,0.6110,3,6,co-iss-n1357768470,1357768470,2001-01-09T21:41:38.409,194.71,75.86,12.55,3,0.00,3,12.55,9.73,29.19,1.29,4.39,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-120.6; flags: none"
N1357768830,T0230,1357768830-0009,0.6110,3,7,co-iss-n1357768830,1357768830,2001-01-09T21:47:38.407,189.67,20.00,10.24,3,0.00,3,10.24,10.20,30.59,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-120.6; flags: none"
N1357772552,T0268,1357772552-0004,0.5957,3,8,co-iss-n1357772552,1357772552,2001-01-09T22:49:40.381,929.57,9.38,9.48,14,0.00,14,9.48,9.34,130.75,1.01,5.17,,"3 frame(s); median area 3.0 px; net motion dx=33.4, dy=22.3; flags: none"
N1357772942,T0268,1357772942-0069,0.5957,3,9,co-iss-n1357772942,1357772942,2001-01-09T22:56:10.378,956.38,82.23,12.08,3,0.00,3,12.08,10.51,31.52,1.15,1.73,,"3 frame(s); median area 3.0 px; net motion dx=33.4, dy=22.3; flags: none"
N1357773302,T0268,1357773302-0019,0.5957,3,10,co-iss-n1357773302,1357773302,2001-01-09T23:02:10.376,963.00,31.67,10.00,3,0.00,3,10.00,10.00,30.00,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=33.4, dy=22.3; flags: none"
N1357763608,T0156,1357763608-0090,0.5939,3,2,co-iss-n1357763608,1357763608,2001-01-09T20:20:36.443,818.33,94.33,8.95,3,0.00,3,8.95,8.92,26.77,1.00,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-107.0, dy=-39.1; flags: none"
N1357763998,T0156,1357763998-0046,0.5939,3,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,740.25,66.59,11.67,5,0.00,5,11.67,9.00,45.02,1.30,1.73,,"3 frame(s); median area 5.0 px; net motion dx=-107.0, dy=-39.1; flags: none"
N1357764358,T0156,1357764358-0034,0.5939,3,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,711.32,55.25,44.35,8,0.00,8,44.35,19.57,156.56,2.27,3.81,,"3 frame(s); median area 5.0 px; net motion dx=-107.0, dy=-39.1; flags: none"
N1357763998,T0168,1357763998-0026,0.5750,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,621.60,45.27,12.06,7,0.00,7,12.06,11.66,81.65,1.03,3.63,,"2 frame(s); median area 5.5 px; net motion dx=4.1, dy=-28.2; flags: none"
N1357764358,T0168,1357764358-0009,0.5750,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,625.72,17.11,90.56,4,0.00,4,90.56,33.87,135.48,2.67,1.00,,"2 frame(s); median area 5.5 px; net motion dx=4.1, dy=-28.2; flags: none"
N1357691416,T0014,1357691416-0197,0.5683,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,422.86,665.88,15.92,6,0.00,6,15.92,9.25,55.47,1.72,2.04,,"2 frame(s); median area 9.5 px; net motion dx=1.3, dy=-9.8; flags: none"
N1357691585,T0014,1357691585-0173,0.5683,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,424.19,656.09,11.00,13,0.00,13,11.00,8.58,111.48,1.28,1.19,,"2 frame(s); median area 9.5 px; net motion dx=1.3, dy=-9.8; flags: none"
N1357768080,T0235,1357768080-0107,0.5660,3,5,co-iss-n1357768080,1357768080,2001-01-09T21:35:08.412,626.79,177.40,8.13,5,0.00,5,8.13,8.05,40.24,1.01,1.73,,"3 frame(s); median area 7.0 px; net motion dx=-86.0, dy=-48.3; flags: none"
N1357768470,T0235,1357768470-0099,0.5660,3,6,co-iss-n1357768470,1357768470,2001-01-09T21:41:38.409,612.43,172.29,9.77,7,0.00,7,9.77,9.77,68.40,1.00,3.22,,"3 frame(s); median area 7.0 px; net motion dx=-86.0, dy=-48.3; flags: none"
N1357768830,T0235,1357768830-0098,0.5660,3,7,co-iss-n1357768830,1357768830,2001-01-09T21:47:38.407,540.78,129.11,8.58,9,0.00,9,8.58,8.55,76.94,1.00,3.04,,"3 frame(s); median area 7.0 px; net motion dx=-86.0, dy=-48.3; flags: none"
N1357763998,T0188,1357763998-0266,0.5625,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,31.14,627.15,8.40,7,0.00,7,8.40,8.35,58.42,1.01,5.96,,"2 frame(s); median area 5.0 px; net motion dx=-4.2, dy=-21.5; flags: none"
N1357764358,T0188,1357764358-0387,0.5625,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,26.90,605.62,53.73,3,0.00,3,53.73,28.97,86.91,1.85,1.73,,"2 frame(s); median area 5.0 px; net motion dx=-4.2, dy=-21.5; flags: none"
N1357691416,T0046,1357691416-0767,0.5607,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,125.16,753.57,12.11,3,0.00,3,12.11,9.41,28.24,1.29,4.39,,"2 frame(s); median area 9.0 px; net motion dx=-2.9, dy=-14.9; flags: none"
N1357691585,T0046,1357691585-0533,0.5607,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,122.30,738.68,12.27,15,0.00,15,12.27,8.99,134.84,1.37,1.39,,"2 frame(s); median area 9.0 px; net motion dx=-2.9, dy=-14.9; flags: none"
N1357691416,T0111,1357691416-2967,0.5586,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,407.34,925.77,12.89,10,0.00,10,12.89,9.33,93.32,1.38,2.66,,"2 frame(s); median area 8.0 px; net motion dx=8.4, dy=4.0; flags: none"
N1357691585,T0111,1357691585-1415,0.5586,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,415.76,929.80,10.81,6,0.00,6,10.81,8.70,52.22,1.24,2.25,,"2 frame(s); median area 8.0 px; net motion dx=8.4, dy=4.0; flags: none"
N1357691416,T0049,1357691416-0841,0.5549,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,71.20,760.69,12.11,6,0.00,6,12.11,8.99,53.97,1.35,1.89,,"2 frame(s); median area 8.0 px; net motion dx=8.2, dy=-13.9; flags: none"
N1357691585,T0049,1357691585-0603,0.5549,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,79.37,746.77,10.34,10,0.00,10,10.34,8.45,84.50,1.22,2.57,,"2 frame(s); median area 8.0 px; net motion dx=8.2, dy=-13.9; flags: none"
N1357691416,T0063,1357691416-1312,0.5431,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,33.00,794.00,14.51,12,0.00,12,14.51,9.92,119.05,1.46,2.23,,"2 frame(s); median area 7.5 px; net motion dx=-1.0, dy=-25.7; flags: none"
N1357691585,T0063,1357691585-0775,0.5431,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,32.02,768.34,8.20,3,0.00,3,8.20,7.71,23.14,1.06,4.39,,"2 frame(s); median area 7.5 px; net motion dx=-1.0, dy=-25.7; flags: none"
N1357763998,T0178,1357763998-0158,0.5375,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,442.64,248.34,9.34,3,0.00,3,9.34,8.54,25.61,1.09,1.73,,"2 frame(s); median area 4.0 px; net motion dx=10.8, dy=-36.1; flags: none"
N1357764358,T0178,1357764358-0137,0.5375,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,453.39,212.28,46.62,5,0.00,5,46.62,27.41,137.04,1.70,1.62,,"2 frame(s); median area 4.0 px; net motion dx=10.8, dy=-36.1; flags: none"
N1357763608,T0164,1357763608-0185,0.5346,3,2,co-iss-n1357763608,1357763608,2001-01-09T20:20:36.443,124.76,219.74,8.17,4,0.00,4,8.17,7.98,31.90,1.02,2.45,,"3 frame(s); median area 6.0 px; net motion dx=-56.2, dy=50.6; flags: none"
N1357763998,T0164,1357763998-0168,0.5346,3,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,74.89,264.04,10.57,6,0.00,6,10.57,9.42,56.52,1.12,2.62,,"3 frame(s); median area 6.0 px; net motion dx=-56.2, dy=50.6; flags: none"
N1357764358,T0164,1357764358-0169,0.5346,3,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,68.61,270.32,90.20,15,0.00,15,90.20,42.41,636.17,2.13,3.32,,"3 frame(s); median area 6.0 px; net motion dx=-56.2, dy=50.6; flags: none"
N1357763608,T0160,1357763608-0123,0.5325,3,2,co-iss-n1357763608,1357763608,2001-01-09T20:20:36.443,360.99,149.49,8.72,4,0.00,4,8.72,8.62,34.46,1.01,2.62,,"3 frame(s); median area 4.0 px; net motion dx=45.8, dy=-68.4; flags: none"
N1357763998,T0160,1357763998-0098,0.5325,3,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,380.53,151.53,11.06,4,0.00,4,11.06,10.40,41.60,1.06,1.00,,"3 frame(s); median area 4.0 px; net motion dx=45.8, dy=-68.4; flags: none"
N1357764358,T0160,1357764358-0051,0.5325,3,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,406.83,81.13,50.15,3,0.00,3,50.15,23.98,71.94,2.09,1.73,,"3 frame(s); median area 4.0 px; net motion dx=45.8, dy=-68.4; flags: none"
N1357763998,T0182,1357763998-0180,0.5307,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,820.71,284.31,8.01,7,0.00,7,8.01,7.88,55.18,1.02,3.85,,"2 frame(s); median area 5.0 px; net motion dx=-28.3, dy=35.4; flags: none"
N1357764358,T0182,1357764358-0205,0.5307,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,792.46,319.74,31.39,3,0.00,3,31.39,19.34,58.02,1.62,1.73,,"2 frame(s); median area 5.0 px; net motion dx=-28.3, dy=35.4; flags: none"
N1357691416,T0053,1357691416-0876,0.5265,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,48.99,761.76,12.39,4,0.00,4,12.39,11.56,46.23,1.07,1.62,,"2 frame(s); median area 6.5 px; net motion dx=-10.9, dy=-9.1; flags: none"
N1357691585,T0053,1357691585-0679,0.5265,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,38.04,752.68,13.11,9,0.00,9,13.11,9.54,85.84,1.37,2.87,,"2 frame(s); median area 6.5 px; net motion dx=-10.9, dy=-9.1; flags: none"
N1357763998,T0179,1357763998-0159,0.5250,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,502.35,253.68,9.23,3,0.00,3,9.23,8.82,26.45,1.05,1.73,,"2 frame(s); median area 3.5 px; net motion dx=-32.9, dy=25.6; flags: none"
N1357764358,T0179,1357764358-0179,0.5250,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,469.47,279.27,54.02,4,0.00,4,54.02,40.35,161.39,1.34,2.45,,"2 frame(s); median area 3.5 px; net motion dx=-32.9, dy=25.6; flags: none"
N1357763608,T0162,1357763608-0150,0.5218,2,2,co-iss-n1357763608,1357763608,2001-01-09T20:20:36.443,168.33,183.33,8.50,3,0.00,3,8.50,8.48,25.44,1.00,1.73,,"2 frame(s); median area 7.0 px; net motion dx=-9.4, dy=-6.6; flags: none"
N1357763998,T0162,1357763998-0112,0.5218,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,158.98,176.70,11.29,11,0.00,11,11.29,10.37,114.03,1.09,4.07,,"2 frame(s); median area 7.0 px; net motion dx=-9.4, dy=-6.6; flags: none"
N1357763998,T0184,1357763998-0199,0.5207,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,929.99,308.00,8.73,9,0.00,9,8.73,8.34,75.03,1.05,3.77,,"2 frame(s); median area 6.5 px; net motion dx=-33.8, dy=-45.4; flags: none"
N1357764358,T0184,1357764358-0164,0.5207,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,896.15,262.62,14.82,4,0.00,4,14.82,11.02,44.07,1.34,2.62,,"2 frame(s); median area 6.5 px; net motion dx=-33.8, dy=-45.4; flags: none"
N1357763998,T0175,1357763998-0139,0.5146,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,630.47,219.76,9.29,4,0.00,4,9.29,8.36,33.45,1.11,4.47,,"2 frame(s); median area 4.0 px; net motion dx=-12.5, dy=21.1; flags: none"
N1357764358,T0175,1357764358-0153,0.5146,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,617.94,240.84,33.08,4,0.00,4,33.08,17.30,69.21,1.91,2.45,,"2 frame(s); median area 4.0 px; net motion dx=-12.5, dy=21.1; flags: none"
N1357691416,T0001,1357691416-0001,0.5125,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,930.10,4.12,146.93,3,0.00,3,146.93,63.22,189.65,2.32,1.73,,"2 frame(s); median area 3.0 px; net motion dx=44.7, dy=34.6; flags: none"
N1357691585,T0001,1357691585-0003,0.5125,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,974.77,38.71,16.36,3,0.00,3,16.36,11.40,34.19,1.44,1.73,,"2 frame(s); median area 3.0 px; net motion dx=44.7, dy=34.6; flags: none"
N1357763998,T0185,1357763998-0235,0.5125,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,978.33,384.33,8.68,3,0.00,3,8.68,8.64,25.93,1.00,1.73,,"2 frame(s); median area 3.0 px; net motion dx=-79.4, dy=-8.0; flags: none"
N1357764358,T0185,1357764358-0238,0.5125,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,898.91,376.31,56.39,3,0.00,3,56.39,31.60,94.79,1.78,1.73,,"2 frame(s); median area 3.0 px; net motion dx=-79.4, dy=-8.0; flags: none"
N1357768080,T0229,1357768080-0071,0.5107,3,5,co-iss-n1357768080,1357768080,2001-01-09T21:35:08.412,90.32,140.66,9.74,3,0.00,3,9.74,9.49,28.47,1.03,1.73,,"3 frame(s); median area 3.0 px; net motion dx=75.9, dy=-73.7; flags: none"
N1357768470,T0229,1357768470-0079,0.5107,3,6,co-iss-n1357768470,1357768470,2001-01-09T21:41:38.409,110.66,128.67,12.17,3,0.00,3,12.17,12.08,36.23,1.01,1.73,,"3 frame(s); median area 3.0 px; net motion dx=75.9, dy=-73.7; flags: none"
N1357768830,T0229,1357768830-0048,0.5107,3,7,co-iss-n1357768830,1357768830,2001-01-09T21:47:38.407,166.21,66.92,10.42,5,0.00,5,10.42,10.00,50.01,1.04,5.21,,"3 frame(s); median area 3.0 px; net motion dx=75.9, dy=-73.7; flags: none"
N1357691416,T0012,1357691416-0168,0.5099,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,447.58,657.14,12.94,3,0.00,3,12.94,10.21,30.64,1.27,4.39,,"2 frame(s); median area 6.0 px; net motion dx=-6.2, dy=-7.4; flags: none"
N1357691585,T0012,1357691585-0158,0.5099,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,441.36,649.73,11.19,9,0.00,9,11.19,8.25,74.28,1.36,1.19,,"2 frame(s); median area 6.0 px; net motion dx=-6.2, dy=-7.4; flags: none"
N1357691416,T0039,1357691416-0618,0.5059,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,181.98,742.44,13.44,8,0.00,8,13.44,10.15,81.23,1.32,2.16,,"2 frame(s); median area 6.0 px; net motion dx=1.5, dy=-12.9; flags: none"
N1357691585,T0039,1357691585-0463,0.5059,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,183.50,729.54,9.36,4,0.00,4,9.36,8.44,33.77,1.11,5.83,,"2 frame(s); median area 6.0 px; net motion dx=1.5, dy=-12.9; flags: none"
N1357691416,T0019,1357691416-0294,0.5054,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,361.47,691.35,10.70,6,0.00,6,10.70,9.40,56.40,1.14,2.13,,"2 frame(s); median area 6.0 px; net motion dx=-8.0, dy=-7.7; flags: none"
N1357691585,T0019,1357691585-0247,0.5054,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,353.49,683.65,11.94,6,0.00,6,11.94,8.93,53.60,1.34,3.11,,"2 frame(s); median area 6.0 px; net motion dx=-8.0, dy=-7.7; flags: none"
N1357691416,T0055,1357691416-1012,0.5030,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,467.49,774.38,14.20,7,0.00,7,14.20,9.11,63.74,1.56,1.68,,"2 frame(s); median area 5.5 px; net motion dx=4.2, dy=7.6; flags: none"
N1357691585,T0055,1357691585-0843,0.5030,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,471.64,781.94,11.81,4,0.00,4,11.81,10.14,40.54,1.17,3.60,,"2 frame(s); median area 5.5 px; net motion dx=4.2, dy=7.6; flags: none"
N1357768080,T0240,1357768080-0172,0.5023,3,5,co-iss-n1357768080,1357768080,2001-01-09T21:35:08.412,28.67,266.83,8.55,6,0.00,6,8.55,8.51,51.05,1.00,1.62,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-32.2; flags: none"
N1357768470,T0240,1357768470-0166,0.5023,3,6,co-iss-n1357768470,1357768470,2001-01-09T21:41:38.409,37.42,260.70,10.86,3,0.00,3,10.86,8.52,25.56,1.27,1.73,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-32.2; flags: none"
N1357768830,T0240,1357768830-0161,0.5023,3,7,co-iss-n1357768830,1357768830,2001-01-09T21:47:38.407,63.66,234.68,8.76,3,0.00,3,8.76,8.58,25.75,1.02,1.73,,"3 frame(s); median area 3.0 px; net motion dx=35.0, dy=-32.2; flags: none"
N1357763608,T0166,1357763608-0220,0.4994,3,2,co-iss-n1357763608,1357763608,2001-01-09T20:20:36.443,6.22,312.20,8.13,5,0.00,5,8.13,8.02,40.12,1.01,3.52,,"3 frame(s); median area 5.0 px; net motion dx=51.7, dy=-43.4; flags: none"
N1357763998,T0166,1357763998-0166,0.4994,3,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,56.46,261.54,10.84,4,0.00,4,10.84,10.02,40.07,1.08,1.00,,"3 frame(s); median area 5.0 px; net motion dx=51.7, dy=-43.4; flags: none"
N1357764358,T0166,1357764358-0170,0.4994,3,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,57.96,268.76,81.93,5,0.00,5,81.93,29.62,148.08,2.77,1.73,,"3 frame(s); median area 5.0 px; net motion dx=51.7, dy=-43.4; flags: none"
N1357772552,T0276,1357772552-0061,0.4986,2,8,co-iss-n1357772552,1357772552,2001-01-09T22:49:40.381,337.50,91.99,9.57,8,0.00,8,9.57,9.52,76.17,1.00,3.82,,"2 frame(s); median area 6.0 px; net motion dx=81.0, dy=10.6; flags: none"
N1357772942,T0276,1357772942-0080,0.4986,2,9,co-iss-n1357772942,1357772942,2001-01-09T22:56:10.378,418.49,102.58,10.80,4,0.00,4,10.80,9.03,36.14,1.20,5.83,,"2 frame(s); median area 6.0 px; net motion dx=81.0, dy=10.6; flags: none"
N1357691416,T0051,1357691416-0857,0.4976,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,469.61,759.76,10.93,4,0.00,4,10.93,8.58,34.33,1.27,4.47,,"2 frame(s); median area 6.0 px; net motion dx=10.2, dy=-16.2; flags: none"
N1357691585,T0051,1357691585-0579,0.4976,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,479.82,743.57,9.11,8,0.00,8,9.11,8.16,65.30,1.12,1.91,,"2 frame(s); median area 6.0 px; net motion dx=10.2, dy=-16.2; flags: none"
N1357763998,T0174,1357763998-0136,0.4943,2,3,co-iss-n1357763998,1357763998,2001-01-09T20:27:06.440,581.80,211.80,9.68,5,0.00,5,9.68,9.66,48.28,1.00,2.89,,"2 frame(s); median area 5.0 px; net motion dx=-12.8, dy=35.2; flags: none"
N1357764358,T0174,1357764358-0156,0.4943,2,4,co-iss-n1357764358,1357764358,2001-01-09T20:33:06.438,568.98,246.97,17.60,5,0.00,5,17.60,10.86,54.32,1.62,2.62,,"2 frame(s); median area 5.0 px; net motion dx=-12.8, dy=35.2; flags: none"
N1357691416,T0086,1357691416-2198,0.4937,2,0,co-iss-n1357691416,1357691416,2001-01-09T00:17:24.962,35.95,860.69,9.80,7,0.00,7,9.80,8.52,59.65,1.15,2.17,,"2 frame(s); median area 6.0 px; net motion dx=-0.2, dy=0.1; flags: none"
N1357691585,T0086,1357691585-1215,0.4937,2,1,co-iss-n1357691585,1357691585,2001-01-09T00:19:41.969,35.79,860.76,8.93,5,0.00,5,8.93,7.77,38.83,1.15,1.34,,"2 frame(s); median area 6.0 px; net motion dx=-0.2, dy=0.1; flags: none"
