image_id,track_id,candidate_id,confidence,track_length,frame_index,opus_id,image_number,time,x,y,brightness,blob_size,artifact_score,area_px,peak_snr,mean_snr,integrated_snr,sharpness,elongation,flags,reason
N1357889859,T0193,1357889859-0041,0.6644,3,17,co-iss-n1357889859,1357889859,2001-01-11T07:24:46.569,449.65,63.67,12.61,3,0.00,3,12.61,12.18,36.53,1.04,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-21.8, dy=9.8; flags: none"
N1357890219,T0193,1357890219-0024,0.6644,3,18,co-iss-n1357890219,1357890219,2001-01-11T07:30:46.566,429.70,39.82,10.32,7,0.00,7,10.32,9.95,69.66,1.04,1.45,,"3 frame(s); median area 4.0 px; net motion dx=-21.8, dy=9.8; flags: none"
N1357884997,T0161,1357884997-0019,0.6585,3,13,co-iss-n1357884997,1357884997,2001-01-11T06:03:44.602,67.60,44.81,10.62,5,0.00,5,10.62,10.55,52.77,1.01,1.73,,"3 frame(s); median area 5.0 px; net motion dx=105.1, dy=10.2; flags: none"
N1357885387,T0161,1357885387-0014,0.6585,3,14,co-iss-n1357885387,1357885387,2001-01-11T06:10:14.599,111.60,25.79,13.04,5,0.00,5,13.04,12.87,64.34,1.01,1.73,,"3 frame(s); median area 5.0 px; net motion dx=105.1, dy=10.2; flags: none"
N1357885747,T0161,1357885747-0028,0.6585,3,15,co-iss-n1357885747,1357885747,2001-01-11T06:16:14.597,172.69,55.00,10.33,6,0.00,6,10.33,9.85,59.07,1.05,2.45,,"3 frame(s); median area 5.0 px; net motion dx=105.1, dy=10.2; flags: none"
N1357867109,T0011,1357867109-0054,0.6533,3,1,co-iss-n1357867109,1357867109,2001-01-11T01:05:36.726,355.85,75.97,9.56,5,0.00,5,9.56,8.22,41.08,1.16,3.84,,"3 frame(s); median area 4.0 px; net motion dx=70.8, dy=-71.6; flags: none"
N1357867499,T0011,1357867499-0010,0.6533,3,2,co-iss-n1357867499,1357867499,2001-01-11T01:12:06.723,362.79,19.00,12.36,4,0.00,4,12.36,8.91,35.64,1.39,3.60,,"3 frame(s); median area 4.0 px; net motion dx=70.8, dy=-71.6; flags: none"
N1357867859,T0011,1357867859-0001,0.6533,3,3,co-iss-n1357867859,1357867859,2001-01-11T01:18:06.721,426.67,4.33,9.25,3,0.00,3,9.25,9.25,27.75,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=70.8, dy=-71.6; flags: none"
N1357893941,T0226,1357893941-0021,0.6495,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,268.31,30.66,10.53,3,0.00,3,10.53,10.19,30.57,1.03,1.73,,"3 frame(s); median area 3.0 px; net motion dx=2.7, dy=-4.3; flags: none"
N1357894331,T0226,1357894331-0067,0.6495,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,331.73,81.73,12.49,3,0.00,3,12.49,9.04,27.11,1.38,1.73,,"3 frame(s); median area 3.0 px; net motion dx=2.7, dy=-4.3; flags: none"
N1357894691,T0226,1357894691-0020,0.6495,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,271.00,26.33,10.36,3,0.00,3,10.36,10.33,30.98,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=2.7, dy=-4.3; flags: none"
N1357871581,T0045,1357871581-0099,0.6476,3,4,co-iss-n1357871581,1357871581,2001-01-11T02:20:08.695,340.76,146.00,8.50,4,0.00,4,8.50,8.39,33.57,1.01,1.63,,"3 frame(s); median area 4.0 px; net motion dx=14.6, dy=8.4; flags: none"
N1357871971,T0045,1357871971-0092,0.6476,3,5,co-iss-n1357871971,1357871971,2001-01-11T02:26:38.692,352.12,140.37,11.11,3,0.00,3,11.11,9.91,29.73,1.12,4.39,,"3 frame(s); median area 4.0 px; net motion dx=14.6, dy=8.4; flags: none"
N1357872331,T0045,1357872331-0109,0.6476,3,6,co-iss-n1357872331,1357872331,2001-01-11T02:32:38.690,355.40,154.40,8.48,5,0.00,5,8.48,8.46,42.30,1.00,3.40,,"3 frame(s); median area 4.0 px; net motion dx=14.6, dy=8.4; flags: none"
N1357893941,T0227,1357893941-0029,0.6470,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,315.87,45.41,10.48,13,0.00,13,10.48,10.20,132.60,1.03,2.12,,"3 frame(s); median area 12.0 px; net motion dx=29.8, dy=-33.9; flags: none"
N1357894331,T0227,1357894331-0036,0.6470,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,328.56,48.09,13.04,5,0.00,5,13.04,10.97,54.87,1.19,4.39,,"3 frame(s); median area 12.0 px; net motion dx=29.8, dy=-33.9; flags: none"
N1357894691,T0227,1357894691-0007,0.6470,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,345.69,11.53,9.65,12,0.15,12,9.65,9.23,110.72,1.05,7.21,,"3 frame(s); median area 12.0 px; net motion dx=29.8, dy=-33.9; flags: none"
N1357884997,T0164,1357884997-0053,0.6442,3,13,co-iss-n1357884997,1357884997,2001-01-11T06:03:44.602,658.50,91.25,9.10,4,0.00,4,9.10,9.08,36.31,1.00,1.82,,"3 frame(s); median area 4.0 px; net motion dx=74.0, dy=-5.7; flags: none"
N1357885387,T0164,1357885387-0071,0.6442,3,14,co-iss-n1357885387,1357885387,2001-01-11T06:10:14.599,702.25,112.25,10.90,4,0.00,4,10.90,10.90,43.61,1.00,2.45,,"3 frame(s); median area 4.0 px; net motion dx=74.0, dy=-5.7; flags: none"
N1357885747,T0164,1357885747-0054,0.6442,3,15,co-iss-n1357885747,1357885747,2001-01-11T06:16:14.597,732.50,85.50,8.50,4,0.00,4,8.50,8.50,34.01,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=74.0, dy=-5.7; flags: none"
N1357909609,T0349,1357909609-0008,0.6437,3,28,co-iss-n1357909609,1357909609,2001-01-11T12:53:56.432,582.00,12.64,9.71,3,0.00,3,9.71,8.93,26.79,1.09,4.39,,"3 frame(s); median area 4.0 px; net motion dx=5.0, dy=82.9; flags: none"
N1357909999,T0349,1357909999-0046,0.6437,3,29,co-iss-n1357909999,1357909999,2001-01-11T13:00:26.429,616.64,59.33,11.28,4,0.15,4,11.28,9.23,36.93,1.22,6.17,,"3 frame(s); median area 4.0 px; net motion dx=5.0, dy=82.9; flags: none"
N1357910359,T0349,1357910359-0072,0.6437,3,30,co-iss-n1357910359,1357910359,2001-01-11T13:06:26.427,587.00,95.49,9.06,6,0.00,6,9.06,8.96,53.76,1.01,1.63,,"3 frame(s); median area 4.0 px; net motion dx=5.0, dy=82.9; flags: none"
N1357871581,T0042,1357871581-0047,0.6426,3,4,co-iss-n1357871581,1357871581,2001-01-11T02:20:08.695,397.59,75.70,9.89,7,0.00,7,9.89,9.50,66.51,1.04,2.18,,"3 frame(s); median area 3.0 px; net motion dx=-123.2, dy=-60.0; flags: none"
N1357871971,T0042,1357871971-0002,0.6426,3,5,co-iss-n1357871971,1357871971,2001-01-11T02:26:38.692,357.36,6.64,11.99,3,0.00,3,11.99,10.99,32.97,1.09,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-123.2, dy=-60.0; flags: none"
N1357872331,T0042,1357872331-0006,0.6426,3,6,co-iss-n1357872331,1357872331,2001-01-11T02:32:38.690,274.35,15.69,10.10,3,0.00,3,10.10,9.74,29.22,1.04,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-123.2, dy=-60.0; flags: none"
N1357876053,T0086,1357876053-0108,0.6424,3,7,co-iss-n1357876053,1357876053,2001-01-11T03:34:40.664,794.34,148.69,8.00,3,0.00,3,8.00,7.77,23.30,1.03,1.73,,"3 frame(s); median area 6.0 px; net motion dx=-90.5, dy=-76.0; flags: none"
N1357876443,T0086,1357876443-0061,0.6424,3,8,co-iss-n1357876443,1357876443,2001-01-11T03:41:10.661,730.47,105.29,10.98,6,0.00,6,10.98,10.32,61.94,1.06,2.37,,"3 frame(s); median area 6.0 px; net motion dx=-90.5, dy=-76.0; flags: none"
N1357876803,T0086,1357876803-0051,0.6424,3,9,co-iss-n1357876803,1357876803,2001-01-11T03:47:10.659,703.86,72.68,8.92,6,0.00,6,8.92,8.75,52.48,1.02,4.26,,"3 frame(s); median area 6.0 px; net motion dx=-90.5, dy=-76.0; flags: none"
N1357889469,T0199,1357889469-0071,0.6421,3,16,co-iss-n1357889469,1357889469,2001-01-11T07:18:16.571,797.00,95.50,8.72,4,0.00,4,8.72,8.72,34.86,1.00,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-122.6, dy=18.2; flags: none"
N1357889859,T0199,1357889859-0082,0.6421,3,17,co-iss-n1357889859,1357889859,2001-01-11T07:24:46.569,732.00,120.50,10.88,4,0.00,4,10.88,10.88,43.51,1.00,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-122.6, dy=18.2; flags: none"
N1357890219,T0199,1357890219-0065,0.6421,3,18,co-iss-n1357890219,1357890219,2001-01-11T07:30:46.566,674.35,113.70,8.41,3,0.00,3,8.41,7.91,23.72,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-122.6, dy=18.2; flags: none"
N1357893941,T0229,1357893941-0051,0.6393,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,419.67,75.33,9.89,3,0.00,3,9.89,9.89,29.68,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=11.0, dy=5.7; flags: none"
N1357894331,T0229,1357894331-0023,0.6393,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,436.33,31.33,12.82,3,0.00,3,12.82,12.82,38.47,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=11.0, dy=5.7; flags: none"
N1357894691,T0229,1357894691-0064,0.6393,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,430.67,81.00,9.60,3,0.00,3,9.60,9.57,28.71,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=11.0, dy=5.7; flags: none"
N1357876053,T0083,1357876053-0092,0.6280,3,7,co-iss-n1357876053,1357876053,2001-01-11T03:34:40.664,108.33,126.67,9.48,3,0.00,3,9.48,9.48,28.45,1.00,1.73,,"3 frame(s); median area 5.0 px; net motion dx=45.5, dy=-115.5; flags: none"
N1357876443,T0083,1357876443-0028,0.6280,3,8,co-iss-n1357876443,1357876443,2001-01-11T03:41:10.661,142.31,54.84,13.07,5,0.00,5,13.07,11.30,56.52,1.16,1.73,,"3 frame(s); median area 5.0 px; net motion dx=45.5, dy=-115.5; flags: none"
N1357876803,T0083,1357876803-0004,0.6280,3,9,co-iss-n1357876803,1357876803,2001-01-11T03:47:10.659,153.79,11.19,9.90,5,0.00,5,9.90,9.45,47.23,1.05,4.24,,"3 frame(s); median area 5.0 px; net motion dx=45.5, dy=-115.5; flags: none"
N1357893941,T0224,1357893941-0011,0.6268,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,734.43,11.79,9.58,4,0.15,4,9.58,9.14,36.57,1.05,6.17,,"3 frame(s); median area 4.0 px; net motion dx=66.2, dy=38.9; flags: none"
N1357894331,T0224,1357894331-0071,0.6268,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,758.50,84.50,11.38,4,0.00,4,11.38,11.38,45.50,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=66.2, dy=38.9; flags: none"
N1357894691,T0224,1357894691-0032,0.6268,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,800.66,50.68,8.76,3,0.00,3,8.76,8.56,25.69,1.02,1.73,,"3 frame(s); median area 4.0 px; net motion dx=66.2, dy=38.9; flags: none"
N1357909609,T0359,1357909609-0133,0.6221,3,28,co-iss-n1357909609,1357909609,2001-01-11T12:53:56.432,142.67,210.00,8.04,3,0.00,3,8.04,8.01,24.03,1.00,4.39,,"3 frame(s); median area 3.0 px; net motion dx=97.9, dy=-86.5; flags: none"
N1357909999,T0359,1357909999-0115,0.6221,3,29,co-iss-n1357909999,1357909999,2001-01-11T13:00:26.429,176.45,158.80,19.47,3,0.00,3,19.47,11.83,35.50,1.65,1.73,,"3 frame(s); median area 3.0 px; net motion dx=97.9, dy=-86.5; flags: none"
N1357910359,T0359,1357910359-0089,0.6221,3,30,co-iss-n1357910359,1357910359,2001-01-11T13:06:26.427,240.55,123.49,9.43,4,0.00,4,9.43,8.52,34.06,1.11,1.00,,"3 frame(s); median area 3.0 px; net motion dx=97.9, dy=-86.5; flags: none"
N1357876053,T0078,1357876053-0056,0.6108,3,7,co-iss-n1357876053,1357876053,2001-01-11T03:34:40.664,649.50,80.46,9.21,4,0.00,4,9.21,8.57,34.30,1.07,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-14.1, dy=46.1; flags: none"
N1357876443,T0078,1357876443-0039,0.6108,3,8,co-iss-n1357876443,1357876443,2001-01-11T03:41:10.661,612.73,70.32,11.69,3,0.00,3,11.69,9.64,28.93,1.21,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-14.1, dy=46.1; flags: none"
N1357876803,T0078,1357876803-0087,0.6108,3,9,co-iss-n1357876803,1357876803,2001-01-11T03:47:10.659,635.40,126.60,8.16,5,0.00,5,8.16,8.14,40.70,1.00,3.40,,"3 frame(s); median area 4.0 px; net motion dx=-14.1, dy=46.1; flags: none"
N1357893941,T0230,1357893941-0073,0.6088,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,459.25,106.00,9.35,4,0.00,4,9.35,9.34,37.35,1.00,3.60,,"3 frame(s); median area 4.0 px; net motion dx=-64.7, dy=-13.7; flags: none"
N1357894331,T0230,1357894331-0098,0.6088,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,383.50,142.50,11.26,4,0.00,4,11.26,11.24,44.95,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-64.7, dy=-13.7; flags: none"
N1357894691,T0230,1357894691-0077,0.6088,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,394.59,92.29,9.42,7,0.00,7,9.42,9.29,65.05,1.01,3.63,,"3 frame(s); median area 4.0 px; net motion dx=-64.7, dy=-13.7; flags: none"
N1357909609,T0350,1357909609-0031,0.6064,3,28,co-iss-n1357909609,1357909609,2001-01-11T12:53:56.432,745.62,43.66,10.03,3,0.00,3,10.03,8.73,26.18,1.15,1.73,,"3 frame(s); median area 3.0 px; net motion dx=12.0, dy=-16.9; flags: none"
N1357909999,T0350,1357909999-0072,0.6064,3,29,co-iss-n1357909999,1357909999,2001-01-11T13:00:26.429,725.70,91.31,11.96,3,0.00,3,11.96,10.19,30.58,1.17,1.73,,"3 frame(s); median area 3.0 px; net motion dx=12.0, dy=-16.9; flags: none"
N1357910359,T0350,1357910359-0015,0.6064,3,30,co-iss-n1357910359,1357910359,2001-01-11T13:06:26.427,757.64,26.72,9.52,3,0.00,3,9.52,8.80,26.39,1.08,1.73,,"3 frame(s); median area 3.0 px; net motion dx=12.0, dy=-16.9; flags: none"
N1357893941,T0233,1357893941-0095,0.5984,3,19,co-iss-n1357893941,1357893941,2001-01-11T08:32:48.540,648.50,137.50,8.49,4,0.00,4,8.49,8.49,33.96,1.00,1.00,,"3 frame(s); median area 3.0 px; net motion dx=-24.8, dy=-16.2; flags: none"
N1357894331,T0233,1357894331-0070,0.5984,3,20,co-iss-n1357894331,1357894331,2001-01-11T08:39:18.538,636.09,82.27,11.54,3,0.00,3,11.54,10.54,31.63,1.09,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-24.8, dy=-16.2; flags: none"
N1357894691,T0233,1357894691-0093,0.5984,3,21,co-iss-n1357894691,1357894691,2001-01-11T08:45:18.535,623.67,121.33,8.27,3,0.00,3,8.27,8.25,24.75,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=-24.8, dy=-16.2; flags: none"
N1357900665,T0277,1357900665-0011,0.5982,3,22,co-iss-n1357900665,1357900665,2001-01-11T10:24:52.494,361.30,22.71,10.17,3,0.00,3,10.17,8.37,25.12,1.21,1.73,,"3 frame(s); median area 3.0 px; net motion dx=53.4, dy=55.0; flags: none"
N1357901055,T0277,1357901055-0018,0.5982,3,23,co-iss-n1357901055,1357901055,2001-01-11T10:31:22.491,437.50,32.00,12.88,4,0.00,4,12.88,12.84,51.36,1.00,2.62,,"3 frame(s); median area 3.0 px; net motion dx=53.4, dy=55.0; flags: none"
N1357901415,T0277,1357901415-0045,0.5982,3,24,co-iss-n1357901415,1357901415,2001-01-11T10:37:22.488,414.67,77.67,9.80,3,0.00,3,9.80,9.80,29.40,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=53.4, dy=55.0; flags: none"
N1357876053,T0085,1357876053-0095,0.5979,3,7,co-iss-n1357876053,1357876053,2001-01-11T03:34:40.664,592.35,128.29,8.54,3,0.00,3,8.54,8.04,24.11,1.06,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-24.9, dy=-4.8; flags: none"
N1357876443,T0085,1357876443-0064,0.5979,3,8,co-iss-n1357876443,1357876443,2001-01-11T03:41:10.661,620.50,114.50,10.87,4,0.00,4,10.87,10.87,43.47,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-24.9, dy=-4.8; flags: none"
N1357876803,T0085,1357876803-0086,0.5979,3,9,co-iss-n1357876803,1357876803,2001-01-11T03:47:10.659,567.48,123.48,8.38,4,0.00,4,8.38,8.12,32.49,1.03,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-24.9, dy=-4.8; flags: none"
N1357871581,T0043,1357871581-0074,0.5933,3,4,co-iss-n1357871581,1357871581,2001-01-11T02:20:08.695,411.67,107.67,9.30,3,0.00,3,9.30,9.30,27.91,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-73.8, dy=-70.1; flags: none"
N1357871971,T0043,1357871971-0064,0.5933,3,5,co-iss-n1357871971,1357871971,2001-01-11T02:26:38.692,376.75,97.75,11.88,4,0.00,4,11.88,11.81,47.23,1.01,2.45,,"3 frame(s); median area 4.0 px; net motion dx=-73.8, dy=-70.1; flags: none"
N1357872331,T0043,1357872331-0028,0.5933,3,6,co-iss-n1357872331,1357872331,2001-01-11T02:32:38.690,337.84,37.58,10.45,5,0.00,5,10.45,10.01,50.05,1.04,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-73.8, dy=-70.1; flags: none"
N1357889469,T0201,1357889469-0077,0.5919,3,16,co-iss-n1357889469,1357889469,2001-01-11T07:18:16.571,345.50,104.50,9.29,4,0.00,4,9.29,9.21,36.83,1.01,1.00,,"3 frame(s); median area 6.0 px; net motion dx=34.0, dy=2.6; flags: none"
N1357889859,T0201,1357889859-0069,0.5919,3,17,co-iss-n1357889859,1357889859,2001-01-11T07:24:46.569,345.94,92.53,12.22,6,0.00,6,12.22,11.56,69.35,1.06,1.63,,"3 frame(s); median area 6.0 px; net motion dx=34.0, dy=2.6; flags: none"
N1357890219,T0201,1357890219-0061,0.5919,3,18,co-iss-n1357890219,1357890219,2001-01-11T07:30:46.566,379.55,107.14,9.37,6,0.00,6,9.37,8.65,51.92,1.08,2.29,,"3 frame(s); median area 6.0 px; net motion dx=34.0, dy=2.6; flags: none"
N1357905137,T0318,1357905137-0050,0.5847,3,25,co-iss-n1357905137,1357905137,2001-01-11T11:39:24.463,225.79,99.19,9.61,5,0.00,5,9.61,9.52,47.62,1.01,2.89,,"3 frame(s); median area 4.0 px; net motion dx=-36.8, dy=-31.7; flags: none"
N1357905527,T0318,1357905527-0067,0.5847,3,26,co-iss-n1357905527,1357905527,2001-01-11T11:45:54.460,213.50,89.50,12.28,4,0.00,4,12.28,12.28,49.10,1.00,1.00,,"3 frame(s); median area 4.0 px; net motion dx=-36.8, dy=-31.7; flags: none"
N1357905887,T0318,1357905887-0046,0.5847,3,27,co-iss-n1357905887,1357905887,2001-01-11T11:51:54.458,189.00,67.49,10.18,4,0.00,4,10.18,9.99,39.96,1.02,2.62,,"3 frame(s); median area 4.0 px; net motion dx=-36.8, dy=-31.7; flags: none"
N1357876053,T0080,1357876053-0073,0.5841,3,7,co-iss-n1357876053,1357876053,2001-01-11T03:34:40.664,504.49,101.01,9.21,6,0.00,6,9.21,9.09,54.54,1.01,3.60,,"3 frame(s); median area 3.0 px; net motion dx=30.2, dy=13.3; flags: none"
N1357876443,T0080,1357876443-0033,0.5841,3,8,co-iss-n1357876443,1357876443,2001-01-11T03:41:10.661,474.76,61.33,12.46,3,0.00,3,12.46,9.77,29.31,1.28,1.73,,"3 frame(s); median area 3.0 px; net motion dx=30.2, dy=13.3; flags: none"
N1357876803,T0080,1357876803-0079,0.5841,3,9,co-iss-n1357876803,1357876803,2001-01-11T03:47:10.659,534.67,114.33,8.69,3,0.00,3,8.69,8.69,26.08,1.00,1.73,,"3 frame(s); median area 3.0 px; net motion dx=30.2, dy=13.3; flags: none"
N1357905137,T0320,1357905137-0071,0.5837,3,25,co-iss-n1357905137,1357905137,2001-01-11T11:39:24.463,664.50,139.00,8.36,4,0.00,4,8.36,8.35,33.40,1.00,2.62,,"3 frame(s); median area 4.0 px; net motion dx=44.8, dy=-57.7; flags: none"
N1357905527,T0320,1357905527-0061,0.5837,3,26,co-iss-n1357905527,1357905527,2001-01-11T11:45:54.460,680.91,85.23,11.29,5,0.00,5,11.29,10.03,50.15,1.13,5.21,,"3 frame(s); median area 4.0 px; net motion dx=44.8, dy=-57.7; flags: none"
N1357905887,T0320,1357905887-0060,0.5837,3,27,co-iss-n1357905887,1357905887,2001-01-11T11:51:54.458,709.33,81.33,8.71,3,0.00,3,8.71,8.70,26.09,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=44.8, dy=-57.7; flags: none"
N1357867109,T0013,1357867109-0065,0.5798,3,1,co-iss-n1357867109,1357867109,2001-01-11T01:05:36.726,132.02,84.67,9.76,3,0.00,3,9.76,9.11,27.33,1.07,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-65.4, dy=69.3; flags: none"
N1357867499,T0013,1357867499-0068,0.5798,3,2,co-iss-n1357867499,1357867499,2001-01-11T01:12:06.723,62.40,110.94,12.52,3,0.00,3,12.52,10.53,31.59,1.19,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-65.4, dy=69.3; flags: none"
N1357867859,T0013,1357867859-0097,0.5798,3,3,co-iss-n1357867859,1357867859,2001-01-11T01:18:06.721,66.66,153.97,9.52,3,0.00,3,9.52,9.24,27.71,1.03,4.39,,"3 frame(s); median area 3.0 px; net motion dx=-65.4, dy=69.3; flags: none"
N1357880525,T0130,1357880525-0079,0.5793,3,10,co-iss-n1357880525,1357880525,2001-01-11T04:49:12.633,358.50,120.00,9.02,6,0.00,6,9.02,9.01,54.05,1.00,1.63,,"3 frame(s); median area 4.0 px; net motion dx=-21.6, dy=-58.3; flags: none"
N1357880915,T0130,1357880915-0051,0.5793,3,11,co-iss-n1357880915,1357880915,2001-01-11T04:55:42.630,301.33,65.67,12.78,3,0.00,3,12.78,12.78,38.33,1.00,1.73,,"3 frame(s); median area 4.0 px; net motion dx=-21.6, dy=-58.3; flags: none"
N1357881275,T0130,1357881275-0040,0.5793,3,12,co-iss-n1357881275,1357881275,2001-01-11T05:01:42.628,336.93,61.70,10.12,4,0.00,4,10.12,8.48,33.92,1.19,3.60,,"3 frame(s); median area 4.0 px; net motion dx=-21.6, dy=-58.3; flags: none"
N1357905137,T0321,1357905137-0081,0.5743,3,25,co-iss-n1357905137,1357905137,2001-01-11T11:39:24.463,708.00,152.33,8.18,3,0.00,3,8.18,8.17,24.51,1.00,4.39,,"3 frame(s); median area 4.0 px; net motion dx=15.2, dy=-60.3; flags: none"
N1357905527,T0321,1357905527-0077,0.5743,3,26,co-iss-n1357905527,1357905527,2001-01-11T11:45:54.460,753.55,102.55,10.96,4,0.00,4,10.96,9.99,39.97,1.10,1.00,,"3 frame(s); median area 4.0 px; net motion dx=15.2, dy=-60.3; flags: none"
